layer	projection	null	actual_red	null_red	delta_pp
20	K	tile_hist	0.4709	0.4756	-0.48
20	K	cross_out	0.4709	0.4715	-0.06
20	V	uniform	0.4579	0.3989	5.91
20	V	proj_hist	0.4579	0.4678	-0.99
20	V	tile_hist	0.4579	0.4595	-0.15
20	V	cross_out	0.4579	0.4583	-0.03
20	O	uniform	0.4539	0.3987	5.52
20	O	proj_hist	0.4539	0.4572	-0.34
20	O	tile_hist	0.4539	0.4600	-0.62
20	O	cross_out	0.4539	0.4573	-0.35
20	Gate	uniform	0.4540	0.3987	5.53
20	Gate	proj_hist	0.4540	0.4591	-0.51
20	Gate	tile_hist	0.4540	0.4594	-0.54
20	Gate	cross_out	0.4540	0.4550	-0.10
20	Up	uniform	0.4526	0.3972	5.54
20	Up	proj_hist	0.4526	0.4597	-0.71
20	Up	tile_hist	0.4526	0.4564	-0.38
20	Up	cross_out	0.4526	0.4555	-0.29
20	Down	uniform	0.4495	0.3975	5.20
20	Down	proj_hist	0.4495	0.4592	-0.97
20	Down	tile_hist	0.4495	0.4556	-0.61
20	Down	cross_out	0.4495	0.4539	-0.43
21	Q	uniform	0.4611	0.3981	6.29
21	Q	proj_hist	0.4611	0.4602	0.09
21	Q	tile_hist	0.4611	0.4641	-0.30
21	Q	cross_out	0.4611	0.4604	0.06
21	K	uniform	0.4595	0.3983	6.12
21	K	proj_hist	0.4595	0.4641	-0.46
21	K	tile_hist	0.4595	0.4629	-0.34
21	K	cross_out	0.4595	0.4615	-0.21
21	V	uniform	0.4653	0.3975	6.78
21	V	proj_hist	0.4653	0.4666	-0.13
21	V	tile_hist	0.4653	0.4683	-0.31
21	V	cross_out	0.4653	0.4663	-0.10
21	O	uniform	0.4505	0.3962	5.43
21	O	proj_hist	0.4505	0.4572	-0.67
21	O	tile_hist	0.4505	0.4558	-0.53
21	O	cross_out	0.4505	0.4528	-0.23
21	Gate	uniform	0.4550	0.3965	5.85
21	Gate	proj_hist	0.4550	0.4592	-0.42
21	Gate	tile_hist	0.4550	0.4603	-0.53
21	Gate	cross_out	0.4550	0.4572	-0.21
21	Up	uniform	0.4587	0.3979	6.08
21	Up	proj_hist	0.4587	0.4606	-0.18
21	Up	tile_hist	0.4587	0.4648	-0.60
21	Up	cross_out	0.4587	0.4623	-0.35
21	Down	uniform	0.4546	0.3976	5.69
21	Down	proj_hist	0.4546	0.4592	-0.46
21	Down	tile_hist	0.4546	0.4589	-0.43
21	Down	cross_out	0.4546	0.4554	-0.08
22	Q	uniform	0.4581	0.3977	6.04
22	Q	proj_hist	0.4581	0.4628	-0.47
22	Q	tile_hist	0.4581	0.4618	-0.37
22	Q	cross_out	0.4581	0.4579	0.02
22	K	uniform	0.4639	0.3975	6.64
22	K	proj_hist	0.4639	0.4660	-0.21
22	K	tile_hist	0.4639	0.4668	-0.29
22	K	cross_out	0.4639	0.4641	-0.01
22	V	uniform	0.4724	0.3979	7.44
22	V	proj_hist	0.4724	0.4667	0.56
22	V	tile_hist	0.4724	0.4766	-0.43
22	V	cross_out	0.4724	0.4732	-0.09
22	O	uniform	0.4547	0.3978	5.69
22	O	proj_hist	0.4547	0.4583	-0.36
22	O	tile_hist	0.4547	0.4583	-0.36
22	O	cross_out	0.4547	0.4551	-0.05
22	Gate	uniform	0.4526	0.3984	5.43
22	Gate	proj_hist	0.4526	0.4598	-0.72
22	Gate	tile_hist	0.4526	0.4590	-0.64
22	Gate	cross_out	0.4526	0.4562	-0.35
22	Up	uniform	0.4565	0.3981	5.85
22	Up	proj_hist	0.4565	0.4575	-0.09
22	Up	tile_hist	0.4565	0.4604	-0.38
22	Up	cross_out	0.4565	0.4581	-0.16
22	Down	uniform	0.4579	0.3984	5.95
22	Down	proj_hist	0.4579	0.4581	-0.02
22	Down	tile_hist	0.4579	0.4625	-0.46
22	Down	cross_out	0.4579	0.4590	-0.11
23	Q	uniform	0.4604	0.3961	6.43
23	Q	proj_hist	0.4604	0.4620	-0.15
23	Q	tile_hist	0.4604	0.4601	0.04
23	Q	cross_out	0.4604	0.4562	0.43
23	K	uniform	0.4586	0.3973	6.13
23	K	proj_hist	0.4586	0.4666	-0.81
23	K	tile_hist	0.4586	0.4592	-0.07
23	K	cross_out	0.4586	0.4579	0.06
23	V	uniform	0.4639	0.3973	6.66
23	V	proj_hist	0.4639	0.4662	-0.23
23	V	tile_hist	0.4639	0.4699	-0.60
23	V	cross_out	0.4639	0.4656	-0.17
23	O	uniform	0.4561	0.3972	5.88
23	O	proj_hist	0.4561	0.4593	-0.32
23	O	tile_hist	0.4561	0.4592	-0.32
23	O	cross_out	0.4561	0.4583	-0.23
23	Gate	uniform	0.4488	0.3975	5.13
23	Gate	proj_hist	0.4488	0.4587	-0.99
23	Gate	tile_hist	0.4488	0.4546	-0.58
23	Gate	cross_out	0.4488	0.4534	-0.46
23	Up	uniform	0.4518	0.3997	5.21
23	Up	proj_hist	0.4518	0.4597	-0.79
23	Up	tile_hist	0.4518	0.4553	-0.35
23	Up	cross_out	0.4518	0.4543	-0.25
23	Down	uniform	0.4569	0.3978	5.91
23	Down	proj_hist	0.4569	0.4576	-0.07
23	Down	tile_hist	0.4569	0.4606	-0.37
23	Down	cross_out	0.4569	0.4587	-0.18
24	Q	uniform	0.4588	0.3964	6.24
24	Q	proj_hist	0.4588	0.4642	-0.54
24	Q	tile_hist	0.4588	0.4625	-0.37
24	Q	cross_out	0.4588	0.4622	-0.34
24	K	uniform	0.4634	0.3978	6.56
24	K	proj_hist	0.4634	0.4717	-0.84
24	K	tile_hist	0.4634	0.4647	-0.13
24	K	cross_out	0.4634	0.4632	0.02
24	V	uniform	0.4720	0.3971	7.50
24	V	proj_hist	0.4720	0.4699	0.21
24	V	tile_hist	0.4720	0.4755	-0.35
24	V	cross_out	0.4720	0.4731	-0.11
24	O	uniform	0.4528	0.3985	5.43
24	O	proj_hist	0.4528	0.4576	-0.48
24	O	tile_hist	0.4528	0.4567	-0.39
24	O	cross_out	0.4528	0.4536	-0.08
24	Gate	uniform	0.4532	0.3981	5.51
24	Gate	proj_hist	0.4532	0.4577	-0.45
24	Gate	tile_hist	0.4532	0.4561	-0.29
24	Gate	cross_out	0.4532	0.4541	-0.09
24	Up	uniform	0.4540	0.3962	5.78
24	Up	proj_hist	0.4540	0.4578	-0.38
24	Up	tile_hist	0.4540	0.4598	-0.58
24	Up	cross_out	0.4540	0.4557	-0.16
24	Down	uniform	0.4512	0.3972	5.40
24	Down	proj_hist	0.4512	0.4575	-0.62
24	Down	tile_hist	0.4512	0.4567	-0.54
24	Down	cross_out	0.4512	0.4530	-0.18
25	Q	uniform	0.4582	0.3984	5.98
25	Q	proj_hist	0.4582	0.4669	-0.87
25	Q	tile_hist	0.4582	0.4638	-0.56
25	Q	cross_out	0.4582	0.4595	-0.13
25	K	uniform	0.4664	0.3972	6.92
25	K	proj_hist	0.4664	0.4708	-0.44
25	K	tile_hist	0.4664	0.4683	-0.18
25	K	cross_out	0.4664	0.4678	-0.13
25	V	uniform	0.4766	0.3988	7.78
25	V	proj_hist	0.4766	0.4666	1.00
25	V	tile_hist	0.4766	0.4799	-0.34
25	V	cross_out	0.4766	0.4772	-0.06
25	O	uniform	0.4553	0.3976	5.77
25	O	proj_hist	0.4553	0.4573	-0.20
25	O	tile_hist	0.4553	0.4603	-0.49
25	O	cross_out	0.4553	0.4561	-0.07
25	Gate	uniform	0.4574	0.3987	5.87
25	Gate	proj_hist	0.4574	0.4588	-0.14
25	Gate	tile_hist	0.4574	0.4611	-0.37
25	Gate	cross_out	0.4574	0.4576	-0.02
25	Up	uniform	0.4553	0.3986	5.66
25	Up	proj_hist	0.4553	0.4584	-0.31
25	Up	tile_hist	0.4553	0.4602	-0.49
25	Up	cross_out	0.4553	0.4584	-0.31
25	Down	uniform	0.4517	0.3966	5.51
25	Down	proj_hist	0.4517	0.4586	-0.69
25	Down	tile_hist	0.4517	0.4559	-0.42
25	Down	cross_out	0.4517	0.4529	-0.12
26	Q	uniform	0.4666	0.3989	6.77
26	Q	proj_hist	0.4666	0.4645	0.21
26	Q	tile_hist	0.4666	0.4689	-0.23
26	Q	cross_out	0.4666	0.4655	0.11
26	K	uniform	0.4657	0.3962	6.95
26	K	proj_hist	0.4657	0.4714	-0.57
26	K	tile_hist	0.4657	0.4677	-0.20
26	K	cross_out	0.4657	0.4659	-0.02
26	V	uniform	0.4751	0.3989	7.62
26	V	proj_hist	0.4751	0.4700	0.51
26	V	tile_hist	0.4751	0.4784	-0.33
26	V	cross_out	0.4751	0.4777	-0.26
26	O	uniform	0.4537	0.3986	5.51
26	O	proj_hist	0.4537	0.4587	-0.49
26	O	tile_hist	0.4537	0.4573	-0.35
26	O	cross_out	0.4537	0.4545	-0.08
26	Gate	uniform	0.4582	0.3986	5.96
26	Gate	proj_hist	0.4582	0.4598	-0.16
26	Gate	tile_hist	0.4582	0.4614	-0.32
26	Gate	cross_out	0.4582	0.4587	-0.05
26	Up	uniform	0.4528	0.3985	5.43
26	Up	proj_hist	0.4528	0.4578	-0.50
26	Up	tile_hist	0.4528	0.4595	-0.68
26	Up	cross_out	0.4528	0.4564	-0.36
26	Down	uniform	0.4534	0.3981	5.53
26	Down	proj_hist	0.4534	0.4580	-0.46
26	Down	tile_hist	0.4534	0.4578	-0.45
26	Down	cross_out	0.4534	0.4553	-0.20
27	Q	uniform	0.4597	0.3971	6.26
27	Q	proj_hist	0.4597	0.4659	-0.62
27	Q	tile_hist	0.4597	0.4596	0.01
27	Q	cross_out	0.4597	0.4589	0.09
27	K	uniform	0.4665	0.3977	6.88
27	K	proj_hist	0.4665	0.4710	-0.45
27	K	tile_hist	0.4665	0.4711	-0.46
27	K	cross_out	0.4665	0.4665	0.00
27	V	uniform	0.4734	0.3981	7.53
27	V	proj_hist	0.4734	0.4705	0.29
27	V	tile_hist	0.4734	0.4784	-0.50
27	V	cross_out	0.4734	0.4761	-0.27
27	O	uniform	0.4537	0.3965	5.72
27	O	proj_hist	0.4537	0.4568	-0.31
27	O	tile_hist	0.4537	0.4577	-0.40
27	O	cross_out	0.4537	0.4552	-0.15
27	Gate	uniform	0.4469	0.3970	4.99
27	Gate	proj_hist	0.4469	0.4584	-1.15
27	Gate	tile_hist	0.4469	0.4523	-0.54
27	Gate	cross_out	0.4469	0.4490	-0.21
27	Up	uniform	0.4541	0.3979	5.62
27	Up	proj_hist	0.4541	0.4586	-0.45
27	Up	tile_hist	0.4541	0.4595	-0.54
27	Up	cross_out	0.4541	0.4574	-0.33
27	Down	uniform	0.4575	0.3973	6.02
27	Down	proj_hist	0.4575	0.4590	-0.15
27	Down	tile_hist	0.4575	0.4614	-0.39
27	Down	cross_out	0.4575	0.4576	-0.01
28	Q	uniform	0.4561	0.3980	5.80
28	Q	proj_hist	0.4561	0.4634	-0.74
28	Q	tile_hist	0.4561	0.4602	-0.42
28	Q	cross_out	0.4561	0.4583	-0.23
28	K	uniform	0.4656	0.3982	6.74
28	K	proj_hist	0.4656	0.4697	-0.41
28	K	tile_hist	0.4656	0.4676	-0.20
28	K	cross_out	0.4656	0.4655	0.01
28	V	uniform	0.4688	0.3980	7.08
28	V	proj_hist	0.4688	0.4704	-0.16
28	V	tile_hist	0.4688	0.4734	-0.46
28	V	cross_out	0.4688	0.4709	-0.21
28	O	uniform	0.4581	0.3962	6.18
28	O	proj_hist	0.4581	0.4576	0.05
28	O	tile_hist	0.4581	0.4617	-0.36
28	O	cross_out	0.4581	0.4600	-0.20
28	Gate	uniform	0.4529	0.3973	5.55
28	Gate	proj_hist	0.4529	0.4601	-0.73
28	Gate	tile_hist	0.4529	0.4593	-0.64
28	Gate	cross_out	0.4529	0.4568	-0.39
28	Up	uniform	0.4620	0.3969	6.51
28	Up	proj_hist	0.4620	0.4599	0.21
28	Up	tile_hist	0.4620	0.4656	-0.36
28	Up	cross_out	0.4620	0.4633	-0.13
28	Down	uniform	0.4548	0.3973	5.75
28	Down	proj_hist	0.4548	0.4603	-0.56
28	Down	tile_hist	0.4548	0.4581	-0.33
28	Down	cross_out	0.4548	0.4561	-0.13
29	Q	uniform	0.4642	0.3981	6.62
29	Q	proj_hist	0.4642	0.4654	-0.12
29	Q	tile_hist	0.4642	0.4655	-0.12
29	Q	cross_out	0.4642	0.4626	0.16
29	K	uniform	0.4659	0.3983	6.77
29	K	proj_hist	0.4659	0.4676	-0.16
29	K	tile_hist	0.4659	0.4681	-0.21
29	K	cross_out	0.4659	0.4668	-0.09
29	V	uniform	0.4641	0.3969	6.71
29	V	proj_hist	0.4641	0.4696	-0.56
29	V	tile_hist	0.4641	0.4645	-0.05
29	V	cross_out	0.4641	0.4625	0.15
29	O	uniform	0.4452	0.3978	4.74
29	O	proj_hist	0.4452	0.4574	-1.22
29	O	tile_hist	0.4452	0.4514	-0.62
29	O	cross_out	0.4452	0.4499	-0.47
29	Gate	uniform	0.4534	0.3959	5.75
29	Gate	proj_hist	0.4534	0.4595	-0.62
29	Gate	tile_hist	0.4534	0.4583	-0.49
29	Gate	cross_out	0.4534	0.4545	-0.11
29	Up	uniform	0.4570	0.3978	5.92
29	Up	proj_hist	0.4570	0.4611	-0.41
29	Up	tile_hist	0.4570	0.4628	-0.57
29	Up	cross_out	0.4570	0.4600	-0.30
29	Down	uniform	0.4501	0.3984	5.17
29	Down	proj_hist	0.4501	0.4593	-0.92
29	Down	tile_hist	0.4501	0.4559	-0.58
29	Down	cross_out	0.4501	0.4531	-0.31
30	Q	uniform	0.4598	0.3978	6.20
30	Q	proj_hist	0.4598	0.4684	-0.86
30	Q	tile_hist	0.4598	0.4598	0.01
30	Q	cross_out	0.4598	0.4578	0.20
30	K	uniform	0.4673	0.3978	6.95
30	K	proj_hist	0.4673	0.4745	-0.72
30	K	tile_hist	0.4673	0.4702	-0.28
30	K	cross_out	0.4673	0.4670	0.04
30	V	uniform	0.4807	0.3979	8.27
30	V	proj_hist	0.4807	0.4714	0.92
30	V	tile_hist	0.4807	0.4810	-0.03
30	V	cross_out	0.4807	0.4799	0.08
30	O	uniform	0.4551	0.3971	5.80
30	O	proj_hist	0.4551	0.4579	-0.29
30	O	tile_hist	0.4551	0.4619	-0.68
30	O	cross_out	0.4551	0.4591	-0.40
30	Gate	uniform	0.4533	0.3974	5.59
30	Gate	proj_hist	0.4533	0.4592	-0.59
30	Gate	tile_hist	0.4533	0.4579	-0.46
30	Gate	cross_out	0.4533	0.4562	-0.29
30	Up	uniform	0.4597	0.3992	6.05
30	Up	proj_hist	0.4597	0.4651	-0.55
30	Up	tile_hist	0.4597	0.4659	-0.63
30	Up	cross_out	0.4597	0.4611	-0.14
30	Down	uniform	0.4556	0.3980	5.76
30	Down	proj_hist	0.4556	0.4594	-0.38
30	Down	tile_hist	0.4556	0.4625	-0.69
30	Down	cross_out	0.4556	0.4575	-0.19
31	Q	uniform	0.4612	0.3975	6.37
31	Q	proj_hist	0.4612	0.4657	-0.45
31	Q	tile_hist	0.4612	0.4629	-0.17
31	Q	cross_out	0.4612	0.4611	0.01
31	K	uniform	0.4659	0.3983	6.76
31	K	proj_hist	0.4659	0.4686	-0.27
31	K	tile_hist	0.4659	0.4689	-0.31
31	K	cross_out	0.4659	0.4664	-0.05
31	V	uniform	0.4739	0.3987	7.53
31	V	proj_hist	0.4739	0.4714	0.25
31	V	tile_hist	0.4739	0.4761	-0.22
31	V	cross_out	0.4739	0.4722	0.18
31	O	uniform	0.4532	0.3977	5.55
31	O	proj_hist	0.4532	0.4595	-0.63
31	O	tile_hist	0.4532	0.4595	-0.63
31	O	cross_out	0.4532	0.4570	-0.38
31	Gate	uniform	0.4522	0.3973	5.49
31	Gate	proj_hist	0.4522	0.4608	-0.85
31	Gate	tile_hist	0.4522	0.4550	-0.27
31	Gate	cross_out	0.4522	0.4531	-0.09
31	Up	uniform	0.4707	0.3971	7.36
31	Up	proj_hist	0.4707	0.4747	-0.40
31	Up	tile_hist	0.4707	0.4742	-0.35
31	Up	cross_out	0.4707	0.4720	-0.13
31	Down	uniform	0.4564	0.3970	5.94
31	Down	proj_hist	0.4564	0.4600	-0.36
31	Down	tile_hist	0.4564	0.4606	-0.42
31	Down	cross_out	0.4564	0.4586	-0.22
