s7212_B32_t1_2m1	1	7212	32	1	494102.84	73900.93	206.66	277ff4dd3e36	a6c22236
s7212_B32_t1_3m1	1	7212	32	1	446712.69	25931.77	107.12	277ff4dd3e36	a6c22236
s7212_B32_t1_4m0	0	7212	32	1	443533.34	23087.58	99.61	277ff4dd3e36	a6c22236
