host	cores	governor	maxfreq	temp_c
root	4	ondemand	2400000	74.9
165.194.19.113	4	ondemand	2400000	46.9
165.194.19.166	4	ondemand	2400000	50.1
165.194.19.191	4	ondemand	2400000	49.6
165.194.19.103	4	ondemand	2400000	50.1
165.194.19.94	4	ondemand	2400000	51.8
165.194.19.104	4	ondemand	2400000	55.1
165.194.19.54	4	ondemand	2400000	55.1
165.194.19.96	4	ondemand	2400000	52.9
