layer	projection	null	actual_red	null_red	delta_pp
19	V	cross_out	0.4813	0.4792	0.21
19	O	uniform	0.4652	0.3974	6.78
19	O	sampled_proj_hist	0.4652	0.4600	0.52
19	O	tile_hist	0.4652	0.4620	0.32
19	O	cross_out	0.4652	0.4618	0.34
19	Gate	uniform	0.4527	0.3978	5.49
19	Gate	sampled_proj_hist	0.4527	0.4598	-0.71
19	Gate	tile_hist	0.4527	0.4583	-0.56
19	Gate	cross_out	0.4527	0.4563	-0.36
19	Down	uniform	0.4531	0.3980	5.51
19	Down	sampled_proj_hist	0.4531	0.4606	-0.75
19	Down	tile_hist	0.4531	0.4574	-0.43
19	Down	cross_out	0.4531	0.4540	-0.10
19	Up	uniform	0.4534	0.3973	5.61
19	Up	sampled_proj_hist	0.4534	0.4594	-0.60
19	Up	tile_hist	0.4534	0.4594	-0.60
19	Up	cross_out	0.4534	0.4569	-0.35
20	Q	uniform	0.4585	0.3980	6.05
20	Q	sampled_proj_hist	0.4585	0.4606	-0.21
20	Q	tile_hist	0.4585	0.4611	-0.26
20	Q	cross_out	0.4585	0.4584	0.01
20	K	uniform	0.4709	0.3976	7.33
20	K	sampled_proj_hist	0.4709	0.4678	0.31
20	K	tile_hist	0.4709	0.4753	-0.44
20	K	cross_out	0.4709	0.4719	-0.10
20	V	uniform	0.4579	0.3988	5.91
20	V	sampled_proj_hist	0.4579	0.4669	-0.90
20	V	tile_hist	0.4579	0.4589	-0.09
20	V	cross_out	0.4579	0.4581	-0.02
20	O	uniform	0.4539	0.3987	5.51
20	O	sampled_proj_hist	0.4539	0.4578	-0.39
20	O	tile_hist	0.4539	0.4608	-0.69
20	O	cross_out	0.4539	0.4572	-0.33
20	Gate	uniform	0.4540	0.3989	5.52
20	Gate	sampled_proj_hist	0.4540	0.4592	-0.51
20	Gate	tile_hist	0.4540	0.4597	-0.56
20	Gate	cross_out	0.4540	0.4556	-0.15
20	Down	uniform	0.4570	0.3975	5.96
20	Down	sampled_proj_hist	0.4570	0.4595	-0.25
20	Down	tile_hist	0.4570	0.4584	-0.14
20	Down	cross_out	0.4570	0.4575	-0.05
20	Up	uniform	0.4527	0.3969	5.58
20	Up	sampled_proj_hist	0.4527	0.4594	-0.67
20	Up	tile_hist	0.4527	0.4554	-0.27
20	Up	cross_out	0.4527	0.4541	-0.14
21	Q	uniform	0.4611	0.3984	6.27
21	Q	sampled_proj_hist	0.4611	0.4612	-0.02
21	Q	tile_hist	0.4611	0.4634	-0.24
21	Q	cross_out	0.4611	0.4603	0.08
21	K	uniform	0.4595	0.3982	6.13
21	K	sampled_proj_hist	0.4595	0.4644	-0.49
21	K	tile_hist	0.4595	0.4641	-0.46
21	K	cross_out	0.4595	0.4614	-0.19
21	V	uniform	0.4653	0.3975	6.78
21	V	sampled_proj_hist	0.4653	0.4658	-0.05
21	V	tile_hist	0.4653	0.4686	-0.33
21	V	cross_out	0.4653	0.4658	-0.05
21	O	uniform	0.4505	0.3967	5.38
21	O	sampled_proj_hist	0.4505	0.4578	-0.73
21	O	tile_hist	0.4505	0.4542	-0.37
21	O	cross_out	0.4505	0.4536	-0.31
21	Gate	uniform	0.4550	0.3964	5.86
21	Gate	sampled_proj_hist	0.4550	0.4586	-0.35
21	Gate	tile_hist	0.4550	0.4600	-0.50
21	Gate	cross_out	0.4550	0.4579	-0.29
21	Down	uniform	0.4568	0.3983	5.85
21	Down	sampled_proj_hist	0.4568	0.4584	-0.16
21	Down	tile_hist	0.4568	0.4614	-0.46
21	Down	cross_out	0.4568	0.4600	-0.31
21	Up	uniform	0.4521	0.3972	5.49
21	Up	sampled_proj_hist	0.4521	0.4603	-0.82
21	Up	tile_hist	0.4521	0.4559	-0.38
21	Up	cross_out	0.4521	0.4539	-0.18
22	Q	uniform	0.4581	0.3984	5.96
22	Q	sampled_proj_hist	0.4581	0.4633	-0.52
22	Q	tile_hist	0.4581	0.4611	-0.31
22	Q	cross_out	0.4581	0.4583	-0.02
22	K	uniform	0.4639	0.3978	6.62
22	K	sampled_proj_hist	0.4639	0.4670	-0.31
22	K	tile_hist	0.4639	0.4676	-0.37
22	K	cross_out	0.4639	0.4633	0.06
22	V	uniform	0.4724	0.3981	7.43
22	V	sampled_proj_hist	0.4724	0.4666	0.58
22	V	tile_hist	0.4724	0.4756	-0.33
22	V	cross_out	0.4724	0.4734	-0.10
22	O	uniform	0.4547	0.3980	5.66
22	O	sampled_proj_hist	0.4547	0.4578	-0.31
22	O	tile_hist	0.4547	0.4595	-0.49
22	O	cross_out	0.4547	0.4552	-0.05
22	Gate	uniform	0.4526	0.3978	5.48
22	Gate	sampled_proj_hist	0.4526	0.4583	-0.56
22	Gate	tile_hist	0.4526	0.4575	-0.48
22	Gate	cross_out	0.4526	0.4555	-0.29
22	Down	uniform	0.4540	0.3979	5.61
22	Down	sampled_proj_hist	0.4540	0.4591	-0.51
22	Down	tile_hist	0.4540	0.4582	-0.42
22	Down	cross_out	0.4540	0.4551	-0.11
22	Up	uniform	0.4493	0.3982	5.11
22	Up	sampled_proj_hist	0.4493	0.4602	-1.09
22	Up	tile_hist	0.4493	0.4549	-0.56
22	Up	cross_out	0.4493	0.4504	-0.11
23	Q	uniform	0.4604	0.3962	6.43
23	Q	sampled_proj_hist	0.4604	0.4627	-0.23
23	Q	tile_hist	0.4604	0.4595	0.10
23	Q	cross_out	0.4604	0.4570	0.35
23	K	uniform	0.4586	0.3973	6.12
23	K	sampled_proj_hist	0.4586	0.4678	-0.92
23	K	tile_hist	0.4586	0.4592	-0.07
23	K	cross_out	0.4586	0.4584	0.01
23	V	uniform	0.4639	0.3968	6.71
23	V	sampled_proj_hist	0.4639	0.4674	-0.35
23	V	tile_hist	0.4639	0.4699	-0.60
23	V	cross_out	0.4639	0.4654	-0.15
23	O	uniform	0.4561	0.3965	5.95
23	O	sampled_proj_hist	0.4561	0.4570	-0.10
23	O	tile_hist	0.4561	0.4578	-0.17
23	O	cross_out	0.4561	0.4573	-0.12
23	Gate	uniform	0.4488	0.3978	5.10
23	Gate	sampled_proj_hist	0.4488	0.4589	-1.01
23	Gate	tile_hist	0.4488	0.4548	-0.60
23	Gate	cross_out	0.4488	0.4515	-0.27
23	Down	uniform	0.4514	0.3999	5.15
23	Down	sampled_proj_hist	0.4514	0.4591	-0.77
23	Down	tile_hist	0.4514	0.4559	-0.45
23	Down	cross_out	0.4514	0.4552	-0.38
23	Up	uniform	0.4606	0.3977	6.29
23	Up	sampled_proj_hist	0.4606	0.4578	0.29
23	Up	tile_hist	0.4606	0.4623	-0.17
23	Up	cross_out	0.4606	0.4601	0.05
24	Q	uniform	0.4588	0.3968	6.20
24	Q	sampled_proj_hist	0.4588	0.4646	-0.58
24	Q	tile_hist	0.4588	0.4627	-0.39
24	Q	cross_out	0.4588	0.4619	-0.31
24	K	uniform	0.4634	0.3981	6.53
24	K	sampled_proj_hist	0.4634	0.4719	-0.85
24	K	tile_hist	0.4634	0.4639	-0.05
24	K	cross_out	0.4634	0.4629	0.05
24	V	uniform	0.4720	0.3974	7.46
24	V	sampled_proj_hist	0.4720	0.4706	0.15
24	V	tile_hist	0.4720	0.4768	-0.48
24	V	cross_out	0.4720	0.4725	-0.05
24	O	uniform	0.4528	0.3973	5.54
24	O	sampled_proj_hist	0.4528	0.4586	-0.59
24	O	tile_hist	0.4528	0.4557	-0.30
24	O	cross_out	0.4528	0.4534	-0.06
24	Gate	uniform	0.4532	0.3983	5.49
24	Gate	sampled_proj_hist	0.4532	0.4578	-0.46
24	Gate	tile_hist	0.4532	0.4560	-0.28
24	Gate	cross_out	0.4532	0.4536	-0.04
24	Down	uniform	0.4502	0.3965	5.36
24	Down	sampled_proj_hist	0.4502	0.4578	-0.76
24	Down	tile_hist	0.4502	0.4545	-0.43
24	Down	cross_out	0.4502	0.4528	-0.26
24	Up	uniform	0.4485	0.3978	5.07
24	Up	sampled_proj_hist	0.4485	0.4587	-1.03
24	Up	tile_hist	0.4485	0.4545	-0.60
24	Up	cross_out	0.4485	0.4514	-0.29
25	Q	uniform	0.4582	0.3987	5.95
25	Q	sampled_proj_hist	0.4582	0.4651	-0.70
25	Q	tile_hist	0.4582	0.4637	-0.56
25	Q	cross_out	0.4582	0.4606	-0.24
25	K	uniform	0.4664	0.3976	6.88
25	K	sampled_proj_hist	0.4664	0.4702	-0.38
25	K	tile_hist	0.4664	0.4691	-0.27
25	K	cross_out	0.4664	0.4664	0.00
25	V	uniform	0.4766	0.3990	7.75
25	V	sampled_proj_hist	0.4766	0.4667	0.98
25	V	tile_hist	0.4766	0.4789	-0.24
25	V	cross_out	0.4766	0.4767	-0.02
25	O	uniform	0.4553	0.3977	5.76
25	O	sampled_proj_hist	0.4553	0.4578	-0.24
25	O	tile_hist	0.4553	0.4591	-0.38
25	O	cross_out	0.4553	0.4561	-0.08
25	Gate	uniform	0.4574	0.3991	5.83
25	Gate	sampled_proj_hist	0.4574	0.4579	-0.05
25	Gate	tile_hist	0.4574	0.4595	-0.21
25	Gate	cross_out	0.4574	0.4583	-0.09
25	Down	uniform	0.4562	0.3987	5.74
25	Down	sampled_proj_hist	0.4562	0.4582	-0.20
25	Down	tile_hist	0.4562	0.4615	-0.54
25	Down	cross_out	0.4562	0.4588	-0.26
25	Up	uniform	0.4554	0.3972	5.82
25	Up	sampled_proj_hist	0.4554	0.4583	-0.29
25	Up	tile_hist	0.4554	0.4608	-0.54
25	Up	cross_out	0.4554	0.4583	-0.29
26	Q	uniform	0.4666	0.3983	6.83
26	Q	sampled_proj_hist	0.4666	0.4650	0.16
26	Q	tile_hist	0.4666	0.4694	-0.27
26	Q	cross_out	0.4666	0.4654	0.12
26	K	uniform	0.4657	0.3961	6.96
26	K	sampled_proj_hist	0.4657	0.4727	-0.70
26	K	tile_hist	0.4657	0.4669	-0.12
26	K	cross_out	0.4657	0.4641	0.16
26	V	uniform	0.4751	0.3989	7.62
26	V	sampled_proj_hist	0.4751	0.4695	0.56
26	V	tile_hist	0.4751	0.4777	-0.26
26	V	cross_out	0.4751	0.4775	-0.24
26	O	uniform	0.4537	0.3986	5.51
26	O	sampled_proj_hist	0.4537	0.4582	-0.45
26	O	tile_hist	0.4537	0.4573	-0.36
26	O	cross_out	0.4537	0.4542	-0.04
26	Gate	uniform	0.4582	0.3986	5.96
26	Gate	sampled_proj_hist	0.4582	0.4590	-0.08
26	Gate	tile_hist	0.4582	0.4609	-0.27
26	Gate	cross_out	0.4582	0.4584	-0.02
26	Down	uniform	0.4550	0.3990	5.60
26	Down	sampled_proj_hist	0.4550	0.4588	-0.38
26	Down	tile_hist	0.4550	0.4600	-0.51
26	Down	cross_out	0.4550	0.4577	-0.27
26	Up	uniform	0.4506	0.3986	5.21
26	Up	sampled_proj_hist	0.4506	0.4581	-0.74
26	Up	tile_hist	0.4506	0.4549	-0.43
26	Up	cross_out	0.4506	0.4520	-0.14
27	Q	uniform	0.4597	0.3973	6.24
27	Q	sampled_proj_hist	0.4597	0.4651	-0.54
27	Q	tile_hist	0.4597	0.4609	-0.12
27	Q	cross_out	0.4597	0.4589	0.09
27	K	uniform	0.4665	0.3978	6.87
27	K	sampled_proj_hist	0.4665	0.4711	-0.46
27	K	tile_hist	0.4665	0.4706	-0.41
27	K	cross_out	0.4665	0.4669	-0.04
27	V	uniform	0.4734	0.3974	7.60
27	V	sampled_proj_hist	0.4734	0.4700	0.34
27	V	tile_hist	0.4734	0.4790	-0.56
27	V	cross_out	0.4734	0.4770	-0.36
27	O	uniform	0.4537	0.3965	5.72
27	O	sampled_proj_hist	0.4537	0.4584	-0.46
27	O	tile_hist	0.4537	0.4573	-0.35
27	O	cross_out	0.4537	0.4550	-0.12
27	Gate	uniform	0.4469	0.3975	4.94
27	Gate	sampled_proj_hist	0.4469	0.4590	-1.21
27	Gate	tile_hist	0.4469	0.4515	-0.46
27	Gate	cross_out	0.4469	0.4495	-0.26
27	Down	uniform	0.4555	0.3970	5.85
27	Down	sampled_proj_hist	0.4555	0.4581	-0.26
27	Down	tile_hist	0.4555	0.4565	-0.10
27	Down	cross_out	0.4555	0.4557	-0.02
27	Up	uniform	0.4570	0.3975	5.95
27	Up	sampled_proj_hist	0.4570	0.4597	-0.27
27	Up	tile_hist	0.4570	0.4610	-0.40
27	Up	cross_out	0.4570	0.4587	-0.17
28	Q	uniform	0.4561	0.3978	5.83
28	Q	sampled_proj_hist	0.4561	0.4630	-0.69
28	Q	tile_hist	0.4561	0.4594	-0.33
28	Q	cross_out	0.4561	0.4576	-0.16
28	K	uniform	0.4656	0.3981	6.74
28	K	sampled_proj_hist	0.4656	0.4695	-0.39
28	K	tile_hist	0.4656	0.4682	-0.26
28	K	cross_out	0.4656	0.4657	-0.01
28	V	uniform	0.4688	0.3976	7.12
28	V	sampled_proj_hist	0.4688	0.4692	-0.04
28	V	tile_hist	0.4688	0.4740	-0.52
28	V	cross_out	0.4688	0.4708	-0.20
28	O	uniform	0.4581	0.3963	6.18
28	O	sampled_proj_hist	0.4581	0.4589	-0.08
28	O	tile_hist	0.4581	0.4619	-0.38
28	O	cross_out	0.4581	0.4600	-0.19
28	Gate	uniform	0.4529	0.3979	5.49
28	Gate	sampled_proj_hist	0.4529	0.4578	-0.49
28	Gate	tile_hist	0.4529	0.4585	-0.56
28	Gate	cross_out	0.4529	0.4568	-0.40
28	Down	uniform	0.4550	0.3975	5.75
28	Down	sampled_proj_hist	0.4550	0.4601	-0.51
28	Down	tile_hist	0.4550	0.4585	-0.35
28	Down	cross_out	0.4550	0.4563	-0.13
28	Up	uniform	0.4551	0.3975	5.76
28	Up	sampled_proj_hist	0.4551	0.4589	-0.38
28	Up	tile_hist	0.4551	0.4576	-0.25
28	Up	cross_out	0.4551	0.4559	-0.08
29	Q	uniform	0.4642	0.3979	6.63
29	Q	sampled_proj_hist	0.4642	0.4647	-0.04
29	Q	tile_hist	0.4642	0.4655	-0.13
29	Q	cross_out	0.4642	0.4638	0.04
29	K	uniform	0.4659	0.3979	6.81
29	K	sampled_proj_hist	0.4659	0.4681	-0.22
29	K	tile_hist	0.4659	0.4691	-0.31
29	K	cross_out	0.4659	0.4656	0.04
29	V	uniform	0.4641	0.3972	6.68
29	V	sampled_proj_hist	0.4641	0.4691	-0.51
29	V	tile_hist	0.4641	0.4642	-0.01
29	V	cross_out	0.4641	0.4627	0.13
29	O	uniform	0.4452	0.3975	4.77
29	O	sampled_proj_hist	0.4452	0.4586	-1.34
29	O	tile_hist	0.4452	0.4522	-0.70
29	O	cross_out	0.4452	0.4507	-0.56
29	Gate	uniform	0.4534	0.3959	5.75
29	Gate	sampled_proj_hist	0.4534	0.4600	-0.67
29	Gate	tile_hist	0.4534	0.4576	-0.43
29	Gate	cross_out	0.4534	0.4542	-0.09
29	Down	uniform	0.4634	0.3977	6.57
29	Down	sampled_proj_hist	0.4634	0.4614	0.21
29	Down	tile_hist	0.4634	0.4650	-0.16
29	Down	cross_out	0.4634	0.4630	0.05
29	Up	uniform	0.4583	0.3988	5.95
29	Up	sampled_proj_hist	0.4583	0.4599	-0.16
29	Up	tile_hist	0.4583	0.4618	-0.35
29	Up	cross_out	0.4583	0.4586	-0.02
30	Q	uniform	0.4598	0.3981	6.17
30	Q	sampled_proj_hist	0.4598	0.4694	-0.96
30	Q	tile_hist	0.4598	0.4611	-0.13
30	Q	cross_out	0.4598	0.4570	0.29
30	K	uniform	0.4673	0.3972	7.01
30	K	sampled_proj_hist	0.4673	0.4746	-0.73
30	K	tile_hist	0.4673	0.4693	-0.20
30	K	cross_out	0.4673	0.4670	0.03
30	V	uniform	0.4807	0.3976	8.31
30	V	sampled_proj_hist	0.4807	0.4714	0.92
30	V	tile_hist	0.4807	0.4812	-0.05
30	V	cross_out	0.4807	0.4796	0.10
30	O	uniform	0.4551	0.3970	5.81
30	O	sampled_proj_hist	0.4551	0.4581	-0.31
30	O	tile_hist	0.4551	0.4612	-0.61
30	O	cross_out	0.4551	0.4591	-0.40
30	Gate	uniform	0.4533	0.3972	5.61
30	Gate	sampled_proj_hist	0.4533	0.4594	-0.61
30	Gate	tile_hist	0.4533	0.4579	-0.46
30	Gate	cross_out	0.4533	0.4548	-0.15
30	Down	uniform	0.4601	0.3996	6.05
30	Down	sampled_proj_hist	0.4601	0.4653	-0.52
30	Down	tile_hist	0.4601	0.4640	-0.39
30	Down	cross_out	0.4601	0.4611	-0.10
30	Up	uniform	0.4487	0.3984	5.04
30	Up	sampled_proj_hist	0.4487	0.4597	-1.09
30	Up	tile_hist	0.4487	0.4534	-0.46
30	Up	cross_out	0.4487	0.4494	-0.07
31	Q	uniform	0.4612	0.3978	6.34
31	Q	sampled_proj_hist	0.4612	0.4666	-0.54
31	Q	tile_hist	0.4612	0.4626	-0.15
31	Q	cross_out	0.4612	0.4594	0.18
31	K	uniform	0.4659	0.3979	6.79
31	K	sampled_proj_hist	0.4659	0.4692	-0.34
31	K	tile_hist	0.4659	0.4697	-0.38
31	K	cross_out	0.4659	0.4669	-0.10
31	V	uniform	0.4739	0.3991	7.48
31	V	sampled_proj_hist	0.4739	0.4709	0.31
31	V	tile_hist	0.4739	0.4747	-0.07
31	V	cross_out	0.4739	0.4713	0.26
31	O	uniform	0.4532	0.3977	5.55
31	O	sampled_proj_hist	0.4532	0.4605	-0.73
31	O	tile_hist	0.4532	0.4590	-0.58
31	O	cross_out	0.4532	0.4573	-0.42
31	Gate	uniform	0.4522	0.3978	5.44
31	Gate	sampled_proj_hist	0.4522	0.4609	-0.87
31	Gate	tile_hist	0.4522	0.4554	-0.32
31	Gate	cross_out	0.4522	0.4529	-0.07
31	Down	uniform	0.4688	0.3972	7.16
31	Down	sampled_proj_hist	0.4688	0.4738	-0.50
31	Down	tile_hist	0.4688	0.4717	-0.29
31	Down	cross_out	0.4688	0.4689	-0.01
31	Up	uniform	0.4523	0.3969	5.55
31	Up	sampled_proj_hist	0.4523	0.4612	-0.89
31	Up	tile_hist	0.4523	0.4581	-0.57
31	Up	cross_out	0.4523	0.4564	-0.40
