layer	projection	null	actual_red	null_red	delta_pp
20	Up	uniform	0.4656	0.3983	6.73
20	Up	proj_hist	0.4656	0.4548	1.08
20	Up	tile_hist	0.4656	0.4549	1.07
20	Up	cross_out	0.4656	0.4537	1.19
20	Down	uniform	0.4670	0.3982	6.88
20	Down	proj_hist	0.4670	0.4567	1.04
20	Down	tile_hist	0.4670	0.4576	0.95
20	Down	cross_out	0.4670	0.4539	1.31
21	Q	uniform	0.4634	0.3972	6.62
21	Q	proj_hist	0.4634	0.4468	1.66
21	Q	tile_hist	0.4634	0.4517	1.18
21	Q	cross_out	0.4634	0.4522	1.12
21	K	uniform	0.4624	0.3986	6.38
21	K	proj_hist	0.4624	0.4641	-0.16
21	K	tile_hist	0.4624	0.4514	1.10
21	K	cross_out	0.4624	0.4498	1.26
21	V	uniform	0.4655	0.3978	6.77
21	V	proj_hist	0.4655	0.4765	-1.10
21	V	tile_hist	0.4655	0.4547	1.08
21	V	cross_out	0.4655	0.4525	1.29
21	O	uniform	0.4619	0.3979	6.40
21	O	proj_hist	0.4619	0.4531	0.88
21	O	tile_hist	0.4619	0.4532	0.86
21	O	cross_out	0.4619	0.4503	1.15
21	Gate	uniform	0.4689	0.3986	7.03
21	Gate	proj_hist	0.4689	0.4649	0.40
21	Gate	tile_hist	0.4689	0.4601	0.89
21	Gate	cross_out	0.4689	0.4569	1.20
21	Up	uniform	0.4670	0.3974	6.96
21	Up	proj_hist	0.4670	0.4584	0.86
21	Up	tile_hist	0.4670	0.4575	0.95
21	Up	cross_out	0.4670	0.4555	1.15
21	Down	uniform	0.4617	0.3962	6.55
21	Down	proj_hist	0.4617	0.4550	0.67
21	Down	tile_hist	0.4617	0.4538	0.79
21	Down	cross_out	0.4617	0.4530	0.87
22	Q	uniform	0.4655	0.3985	6.70
22	Q	proj_hist	0.4655	0.4529	1.25
22	Q	tile_hist	0.4655	0.4548	1.07
22	Q	cross_out	0.4655	0.4531	1.24
22	K	uniform	0.4688	0.3978	7.10
22	K	proj_hist	0.4688	0.4478	2.09
22	K	tile_hist	0.4688	0.4583	1.04
22	K	cross_out	0.4688	0.4578	1.10
22	V	uniform	0.4633	0.3978	6.56
22	V	proj_hist	0.4633	0.4731	-0.98
22	V	tile_hist	0.4633	0.4527	1.06
22	V	cross_out	0.4633	0.4514	1.19
22	O	uniform	0.4652	0.3987	6.65
22	O	proj_hist	0.4652	0.4631	0.21
22	O	tile_hist	0.4652	0.4551	1.01
22	O	cross_out	0.4652	0.4550	1.02
22	Gate	uniform	0.4738	0.3969	7.69
22	Gate	proj_hist	0.4738	0.4587	1.51
22	Gate	tile_hist	0.4738	0.4615	1.23
22	Gate	cross_out	0.4738	0.4596	1.42
22	Up	uniform	0.4690	0.3976	7.14
22	Up	proj_hist	0.4690	0.4581	1.09
22	Up	tile_hist	0.4690	0.4579	1.10
22	Up	cross_out	0.4690	0.4586	1.04
22	Down	uniform	0.4624	0.3987	6.37
22	Down	proj_hist	0.4624	0.4595	0.29
22	Down	tile_hist	0.4624	0.4491	1.33
22	Down	cross_out	0.4624	0.4498	1.26
23	Q	uniform	0.4675	0.3978	6.97
23	Q	proj_hist	0.4675	0.4525	1.50
23	Q	tile_hist	0.4675	0.4559	1.16
23	Q	cross_out	0.4675	0.4565	1.10
23	K	uniform	0.4643	0.3986	6.57
23	K	proj_hist	0.4643	0.4597	0.46
23	K	tile_hist	0.4643	0.4531	1.12
23	K	cross_out	0.4643	0.4504	1.39
23	V	uniform	0.4680	0.3986	6.95
23	V	proj_hist	0.4680	0.4419	2.61
23	V	tile_hist	0.4680	0.4581	0.99
23	V	cross_out	0.4680	0.4560	1.20
23	O	uniform	0.4667	0.3982	6.85
23	O	proj_hist	0.4667	0.4576	0.90
23	O	tile_hist	0.4667	0.4580	0.87
23	O	cross_out	0.4667	0.4567	1.00
23	Gate	uniform	0.4713	0.3974	7.39
23	Gate	proj_hist	0.4713	0.4584	1.28
23	Gate	tile_hist	0.4713	0.4590	1.23
23	Gate	cross_out	0.4713	0.4571	1.42
23	Up	uniform	0.4717	0.3962	7.56
23	Up	proj_hist	0.4717	0.4621	0.96
23	Up	tile_hist	0.4717	0.4601	1.17
23	Up	cross_out	0.4717	0.4598	1.20
23	Down	uniform	0.4685	0.3981	7.04
23	Down	proj_hist	0.4685	0.4622	0.63
23	Down	tile_hist	0.4685	0.4550	1.35
23	Down	cross_out	0.4685	0.4548	1.37
24	Q	uniform	0.4645	0.3978	6.67
24	Q	proj_hist	0.4645	0.4643	0.02
24	Q	tile_hist	0.4645	0.4536	1.09
24	Q	cross_out	0.4645	0.4523	1.21
24	K	uniform	0.4667	0.3972	6.95
24	K	proj_hist	0.4667	0.4469	1.98
24	K	tile_hist	0.4667	0.4581	0.86
24	K	cross_out	0.4667	0.4572	0.95
24	V	uniform	0.4675	0.3989	6.86
24	V	proj_hist	0.4675	0.4741	-0.66
24	V	tile_hist	0.4675	0.4586	0.89
24	V	cross_out	0.4675	0.4573	1.01
24	O	uniform	0.4721	0.3983	7.38
24	O	proj_hist	0.4721	0.4611	1.10
24	O	tile_hist	0.4721	0.4597	1.24
24	O	cross_out	0.4721	0.4579	1.42
24	Gate	uniform	0.4716	0.3978	7.37
24	Gate	proj_hist	0.4716	0.4655	0.61
24	Gate	tile_hist	0.4716	0.4623	0.92
24	Gate	cross_out	0.4716	0.4610	1.06
24	Up	uniform	0.4733	0.3975	7.57
24	Up	proj_hist	0.4733	0.4571	1.62
24	Up	tile_hist	0.4733	0.4626	1.07
24	Up	cross_out	0.4733	0.4626	1.06
24	Down	uniform	0.4689	0.3988	7.01
24	Down	proj_hist	0.4689	0.4600	0.89
24	Down	tile_hist	0.4689	0.4598	0.91
24	Down	cross_out	0.4689	0.4559	1.30
25	Q	uniform	0.4706	0.3968	7.38
25	Q	proj_hist	0.4706	0.4577	1.29
25	Q	tile_hist	0.4706	0.4585	1.21
25	Q	cross_out	0.4706	0.4571	1.35
25	K	uniform	0.4692	0.3989	7.04
25	K	proj_hist	0.4692	0.4741	-0.49
25	K	tile_hist	0.4692	0.4598	0.95
25	K	cross_out	0.4692	0.4566	1.26
25	V	uniform	0.4730	0.3983	7.46
25	V	proj_hist	0.4730	0.4631	0.99
25	V	tile_hist	0.4730	0.4591	1.39
25	V	cross_out	0.4730	0.4589	1.41
25	O	uniform	0.4667	0.3969	6.99
25	O	proj_hist	0.4667	0.4606	0.62
25	O	tile_hist	0.4667	0.4584	0.83
25	O	cross_out	0.4667	0.4567	1.00
25	Gate	uniform	0.4681	0.3990	6.91
25	Gate	proj_hist	0.4681	0.4644	0.38
25	Gate	tile_hist	0.4681	0.4578	1.04
25	Gate	cross_out	0.4681	0.4556	1.25
25	Up	uniform	0.4669	0.3979	6.89
25	Up	proj_hist	0.4669	0.4594	0.74
25	Up	tile_hist	0.4669	0.4528	1.41
25	Up	cross_out	0.4669	0.4517	1.52
25	Down	uniform	0.4684	0.3980	7.04
25	Down	proj_hist	0.4684	0.4537	1.47
25	Down	tile_hist	0.4684	0.4590	0.93
25	Down	cross_out	0.4684	0.4574	1.10
26	Q	uniform	0.4684	0.3974	7.10
26	Q	proj_hist	0.4684	0.4656	0.28
26	Q	tile_hist	0.4684	0.4561	1.23
26	Q	cross_out	0.4684	0.4549	1.35
26	K	uniform	0.4643	0.3969	6.74
26	K	proj_hist	0.4643	0.4549	0.94
26	K	tile_hist	0.4643	0.4549	0.94
26	K	cross_out	0.4643	0.4509	1.34
26	V	uniform	0.4713	0.3970	7.43
26	V	proj_hist	0.4713	0.4509	2.04
26	V	tile_hist	0.4713	0.4597	1.16
26	V	cross_out	0.4713	0.4587	1.26
26	O	uniform	0.4734	0.3988	7.46
26	O	proj_hist	0.4734	0.4733	0.01
26	O	tile_hist	0.4734	0.4615	1.18
26	O	cross_out	0.4734	0.4607	1.27
26	Gate	uniform	0.4725	0.3969	7.57
26	Gate	proj_hist	0.4725	0.4639	0.86
26	Gate	tile_hist	0.4725	0.4641	0.85
26	Gate	cross_out	0.4725	0.4615	1.10
26	Up	uniform	0.4669	0.3982	6.87
26	Up	proj_hist	0.4669	0.4588	0.81
26	Up	tile_hist	0.4669	0.4523	1.46
26	Up	cross_out	0.4669	0.4540	1.29
26	Down	uniform	0.4713	0.3993	7.20
26	Down	proj_hist	0.4713	0.4616	0.97
26	Down	tile_hist	0.4713	0.4615	0.98
26	Down	cross_out	0.4713	0.4608	1.06
27	Q	uniform	0.4718	0.3968	7.50
27	Q	proj_hist	0.4718	0.4628	0.90
27	Q	tile_hist	0.4718	0.4595	1.23
27	Q	cross_out	0.4718	0.4590	1.28
27	K	uniform	0.4687	0.3967	7.20
27	K	proj_hist	0.4687	0.4653	0.34
27	K	tile_hist	0.4687	0.4586	1.01
27	K	cross_out	0.4687	0.4572	1.15
27	V	uniform	0.4696	0.3977	7.19
27	V	proj_hist	0.4696	0.4686	0.10
27	V	tile_hist	0.4696	0.4630	0.66
27	V	cross_out	0.4696	0.4604	0.92
27	O	uniform	0.4684	0.3973	7.11
27	O	proj_hist	0.4684	0.4556	1.28
27	O	tile_hist	0.4684	0.4576	1.07
27	O	cross_out	0.4684	0.4553	1.31
27	Gate	uniform	0.4725	0.3973	7.51
27	Gate	proj_hist	0.4725	0.4598	1.27
27	Gate	tile_hist	0.4725	0.4614	1.10
27	Gate	cross_out	0.4725	0.4609	1.16
27	Up	uniform	0.4700	0.3982	7.18
27	Up	proj_hist	0.4700	0.4654	0.46
27	Up	tile_hist	0.4700	0.4597	1.03
27	Up	cross_out	0.4700	0.4581	1.18
27	Down	uniform	0.4648	0.3976	6.73
27	Down	proj_hist	0.4648	0.4658	-0.10
27	Down	tile_hist	0.4648	0.4541	1.07
27	Down	cross_out	0.4648	0.4523	1.26
28	Q	uniform	0.4720	0.3977	7.43
28	Q	proj_hist	0.4720	0.4596	1.24
28	Q	tile_hist	0.4720	0.4608	1.12
28	Q	cross_out	0.4720	0.4606	1.14
28	K	uniform	0.4683	0.3974	7.09
28	K	proj_hist	0.4683	0.4595	0.89
28	K	tile_hist	0.4683	0.4561	1.22
28	K	cross_out	0.4683	0.4557	1.26
28	V	uniform	0.4687	0.3973	7.14
28	V	proj_hist	0.4687	0.4439	2.48
28	V	tile_hist	0.4687	0.4593	0.94
28	V	cross_out	0.4687	0.4582	1.05
28	O	uniform	0.4670	0.3978	6.92
28	O	proj_hist	0.4670	0.4655	0.15
28	O	tile_hist	0.4670	0.4556	1.14
28	O	cross_out	0.4670	0.4549	1.21
28	Gate	uniform	0.4666	0.3987	6.79
28	Gate	proj_hist	0.4666	0.4603	0.63
28	Gate	tile_hist	0.4666	0.4572	0.94
28	Gate	cross_out	0.4666	0.4549	1.17
28	Up	uniform	0.4683	0.3962	7.21
28	Up	proj_hist	0.4683	0.4580	1.03
28	Up	tile_hist	0.4683	0.4566	1.17
28	Up	cross_out	0.4683	0.4553	1.30
28	Down	uniform	0.4717	0.3986	7.31
28	Down	proj_hist	0.4717	0.4635	0.82
28	Down	tile_hist	0.4717	0.4601	1.16
28	Down	cross_out	0.4717	0.4602	1.15
29	Q	uniform	0.4691	0.3978	7.12
29	Q	proj_hist	0.4691	0.4608	0.82
29	Q	tile_hist	0.4691	0.4601	0.90
29	Q	cross_out	0.4691	0.4564	1.26
29	K	uniform	0.4733	0.3981	7.53
29	K	proj_hist	0.4733	0.4683	0.50
29	K	tile_hist	0.4733	0.4610	1.23
29	K	cross_out	0.4733	0.4615	1.18
29	V	uniform	0.4702	0.3980	7.22
29	V	proj_hist	0.4702	0.4670	0.32
29	V	tile_hist	0.4702	0.4590	1.12
29	V	cross_out	0.4702	0.4570	1.32
29	O	uniform	0.4634	0.3974	6.60
29	O	proj_hist	0.4634	0.4513	1.21
29	O	tile_hist	0.4634	0.4553	0.81
29	O	cross_out	0.4634	0.4537	0.96
29	Gate	uniform	0.4656	0.3983	6.73
29	Gate	proj_hist	0.4656	0.4614	0.42
29	Gate	tile_hist	0.4656	0.4554	1.01
29	Gate	cross_out	0.4656	0.4553	1.03
29	Up	uniform	0.4703	0.3981	7.22
29	Up	proj_hist	0.4703	0.4630	0.74
29	Up	tile_hist	0.4703	0.4609	0.94
29	Up	cross_out	0.4703	0.4596	1.07
29	Down	uniform	0.4615	0.3979	6.35
29	Down	proj_hist	0.4615	0.4626	-0.11
29	Down	tile_hist	0.4615	0.4557	0.57
29	Down	cross_out	0.4615	0.4521	0.93
30	Q	uniform	0.4669	0.3989	6.80
30	Q	proj_hist	0.4669	0.4527	1.42
30	Q	tile_hist	0.4669	0.4574	0.95
30	Q	cross_out	0.4669	0.4552	1.17
30	K	uniform	0.4655	0.3984	6.70
30	K	proj_hist	0.4655	0.4648	0.07
30	K	tile_hist	0.4655	0.4559	0.95
30	K	cross_out	0.4655	0.4550	1.04
30	V	uniform	0.4681	0.3978	7.03
30	V	proj_hist	0.4681	0.4603	0.78
30	V	tile_hist	0.4681	0.4571	1.10
30	V	cross_out	0.4681	0.4557	1.24
30	O	uniform	0.4676	0.3964	7.12
30	O	proj_hist	0.4676	0.4588	0.88
30	O	tile_hist	0.4676	0.4584	0.92
30	O	cross_out	0.4676	0.4564	1.12
30	Gate	uniform	0.4747	0.3974	7.73
30	Gate	proj_hist	0.4747	0.4573	1.73
30	Gate	tile_hist	0.4747	0.4612	1.34
30	Gate	cross_out	0.4747	0.4594	1.53
30	Up	uniform	0.4742	0.3986	7.56
30	Up	proj_hist	0.4742	0.4609	1.34
30	Up	tile_hist	0.4742	0.4608	1.34
30	Up	cross_out	0.4742	0.4606	1.37
30	Down	uniform	0.4587	0.3986	6.01
30	Down	proj_hist	0.4587	0.4532	0.55
30	Down	tile_hist	0.4587	0.4489	0.99
30	Down	cross_out	0.4587	0.4481	1.07
31	Q	uniform	0.4626	0.3973	6.52
31	Q	proj_hist	0.4626	0.4590	0.36
31	Q	tile_hist	0.4626	0.4531	0.95
31	Q	cross_out	0.4626	0.4520	1.06
31	K	uniform	0.4695	0.3983	7.12
31	K	proj_hist	0.4695	0.4670	0.25
31	K	tile_hist	0.4695	0.4568	1.27
31	K	cross_out	0.4695	0.4573	1.21
31	V	uniform	0.4683	0.3987	6.96
31	V	proj_hist	0.4683	0.4601	0.81
31	V	tile_hist	0.4683	0.4567	1.15
31	V	cross_out	0.4683	0.4553	1.30
31	O	uniform	0.4673	0.3978	6.95
31	O	proj_hist	0.4673	0.4499	1.75
31	O	tile_hist	0.4673	0.4559	1.15
31	O	cross_out	0.4673	0.4550	1.23
31	Gate	uniform	0.4725	0.3964	7.60
31	Gate	proj_hist	0.4725	0.4590	1.35
31	Gate	tile_hist	0.4725	0.4635	0.90
31	Gate	cross_out	0.4725	0.4610	1.15
31	Up	uniform	0.4650	0.3984	6.66
31	Up	proj_hist	0.4650	0.4536	1.14
31	Up	tile_hist	0.4650	0.4545	1.04
31	Up	cross_out	0.4650	0.4514	1.35
31	Down	uniform	0.4601	0.3994	6.07
31	Down	proj_hist	0.4601	0.4569	0.32
31	Down	tile_hist	0.4601	0.4525	0.77
31	Down	cross_out	0.4601	0.4495	1.07
