config	rep	logits_md5	token_md5	prefillMs
N1_B16	1	8b8178a50a97	c6ef99e0244f	33525.50
N1_B16	2	8b8178a50a97	45857ca550bf	32997.24
N1_B16	3	8b8178a50a97	16faa06681f7	37231.85
N1_B32	1	8b8178a50a97	81f54bed33dc	31207.57
N1_B32	2	8b8178a50a97	5e438fe0af8c	30106.95
N1_B32	3	8b8178a50a97	c97a5f38eeb7	29636.92
config	rep	logits_md5	prefillMs
config	rep	logits_md5	prefillMs
N8_B16	1	c52e50e37e65	5532.66
N8_B16	2	c52e50e37e65	5118.50
N8_B16	3	c52e50e37e65	5091.16
