# host=ubuntu-desktop threads=4 layers=4 dim=4096 hidden=14336 reps=5
# kind	B	prefix	layer	sec
🧠 CPU: neon dotprod fp16
PLff	8	2048	0	0.023378000
PLatt	8	2048	1	0.010264000
PLff	8	2048	1	0.023523000
PLatt	8	2048	2	0.010586000
PLff	8	2048	2	0.023672000
PLatt	8	2048	3	0.010681000
PLff	8	2048	3	0.023542000
PLc0	8	2048	-	0.028485000
PLchk	8	2048	-	wall=0.1704s stepsum=0.1704s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	2048	0	0.026861000
PLff	16	2048	0	0.025141000
PLatt	16	2048	1	0.027055000
PLff	16	2048	1	0.025248000
PLatt	16	2048	2	0.020421000
PLff	16	2048	2	0.025267000
PLatt	16	2048	3	0.015348000
PLff	16	2048	3	0.025112000
PLc0	16	2048	-	0.028790000
PLchk	16	2048	-	wall=0.2196s stepsum=0.2196s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	2048	0	0.042424000
PLff	24	2048	0	0.047551000
PLatt	24	2048	1	0.042561000
PLff	24	2048	1	0.048110000
PLatt	24	2048	2	0.034015000
PLff	24	2048	2	0.047906000
PLatt	24	2048	3	0.024845000
PLff	24	2048	3	0.047811000
PLc0	24	2048	-	0.028814000
PLchk	24	2048	-	wall=0.3641s stepsum=0.3641s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	2048	0	0.071207000
PLff	32	2048	0	0.050521000
PLatt	32	2048	1	0.071360000
PLff	32	2048	1	0.050539000
PLatt	32	2048	2	0.034701000
PLff	32	2048	2	0.050678000
PLatt	32	2048	3	0.035328000
PLff	32	2048	3	0.050731000
PLc0	32	2048	-	0.029137000
PLchk	32	2048	-	wall=0.4448s stepsum=0.4448s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	2048	0	0.082134000
PLff	48	2048	0	0.075246000
PLatt	48	2048	1	0.065447000
PLff	48	2048	1	0.076033000
PLatt	48	2048	2	0.047083000
PLff	48	2048	2	0.075858000
PLatt	48	2048	3	0.046829000
PLff	48	2048	3	0.076228000
PLc0	48	2048	-	0.029289000
PLchk	48	2048	-	wall=0.5744s stepsum=0.5743s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	2048	0	0.131641000
PLff	64	2048	0	0.103558000
PLatt	64	2048	1	0.080495000
PLff	64	2048	1	0.103941000
PLatt	64	2048	2	0.080020000
PLff	64	2048	2	0.104132000
PLatt	64	2048	3	0.080012000
PLff	64	2048	3	0.104235000
PLc0	64	2048	-	0.029919000
PLchk	64	2048	-	wall=0.8176s stepsum=0.8176s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	2048	0	0.284273000
PLff	96	2048	0	0.152267000
PLatt	96	2048	1	0.187497000
PLff	96	2048	1	0.153340000
PLatt	96	2048	2	0.160058000
PLff	96	2048	2	0.152972000
PLatt	96	2048	3	0.158745000
PLff	96	2048	3	0.153017000
PLc0	96	2048	-	0.030267000
PLchk	96	2048	-	wall=1.4325s stepsum=1.4325s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	2048	0	0.216588000
PLff	128	2048	0	0.204445000
PLatt	128	2048	1	0.123906000
PLff	128	2048	1	0.204880000
PLatt	128	2048	2	0.124289000
PLff	128	2048	2	0.204854000
PLatt	128	2048	3	0.123936000
PLff	128	2048	3	0.204136000
PLc0	128	2048	-	0.031302000
PLchk	128	2048	-	wall=1.4386s stepsum=1.4385s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	4096	0	0.016854000
PLff	4	4096	0	0.011645000
PLatt	4	4096	1	0.011649000
PLff	4	4096	1	0.011621000
PLatt	4	4096	2	0.009047000
PLff	4	4096	2	0.011703000
PLatt	4	4096	3	0.008541000
PLff	4	4096	3	0.011685000
PLc0	4	4096	-	0.028271000
PLchk	4	4096	-	wall=0.1216s stepsum=0.1216s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	4096	0	0.028190000
PLff	8	4096	0	0.023610000
PLatt	8	4096	1	0.020927000
PLff	8	4096	1	0.023763000
PLatt	8	4096	2	0.016311000
PLff	8	4096	2	0.023458000
PLatt	8	4096	3	0.016226000
PLff	8	4096	3	0.023624000
PLc0	8	4096	-	0.028551000
PLchk	8	4096	-	wall=0.2059s stepsum=0.2059s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	4096	0	0.047994000
PLff	16	4096	0	0.025177000
PLatt	16	4096	1	0.024992000
PLff	16	4096	1	0.025136000
PLatt	16	4096	2	0.025414000
PLff	16	4096	2	0.025010000
PLatt	16	4096	3	0.025313000
PLff	16	4096	3	0.025056000
PLc0	16	4096	-	0.028697000
PLchk	16	4096	-	wall=0.2529s stepsum=0.2529s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	4096	0	0.087155000
PLff	24	4096	0	0.048234000
PLatt	24	4096	1	0.062174000
PLff	24	4096	1	0.048068000
PLatt	24	4096	2	0.043228000
PLff	24	4096	2	0.048170000
PLatt	24	4096	3	0.043151000
PLff	24	4096	3	0.048192000
PLc0	24	4096	-	0.028832000
PLchk	24	4096	-	wall=0.4583s stepsum=0.4583s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	4096	0	0.115100000
PLff	32	4096	0	0.050491000
PLatt	32	4096	1	0.058993000
PLff	32	4096	1	0.050290000
PLatt	32	4096	2	0.059609000
PLff	32	4096	2	0.050296000
PLatt	32	4096	3	0.059367000
PLff	32	4096	3	0.050536000
PLc0	32	4096	-	0.028305000
PLchk	32	4096	-	wall=0.5239s stepsum=0.5238s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	4096	0	0.174286000
PLff	48	4096	0	0.075309000
PLatt	48	4096	1	0.088525000
PLff	48	4096	1	0.075573000
PLatt	48	4096	2	0.087099000
PLff	48	4096	2	0.075200000
PLatt	48	4096	3	0.087703000
PLff	48	4096	3	0.075365000
PLc0	48	4096	-	0.028840000
PLchk	48	4096	-	wall=0.7676s stepsum=0.7676s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	4096	0	0.268380000
PLff	64	4096	0	0.103347000
PLatt	64	4096	1	0.177352000
PLff	64	4096	1	0.103144000
PLatt	64	4096	2	0.123824000
PLff	64	4096	2	0.103833000
PLatt	64	4096	3	0.124036000
PLff	64	4096	3	0.103491000
PLc0	64	4096	-	0.029200000
PLchk	64	4096	-	wall=1.1385s stepsum=1.1385s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	4096	0	0.310170000
PLff	96	4096	0	0.152534000
PLatt	96	4096	1	0.309798000
PLff	96	4096	1	0.153487000
PLatt	96	4096	2	0.308986000
PLff	96	4096	2	0.152773000
PLatt	96	4096	3	0.311401000
PLff	96	4096	3	0.153209000
PLc0	96	4096	-	0.030505000
PLchk	96	4096	-	wall=1.8836s stepsum=1.8835s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	4096	0	0.391925000
PLff	128	4096	0	0.204628000
PLatt	128	4096	1	0.296513000
PLff	128	4096	1	0.203699000
PLatt	128	4096	2	0.203762000
PLff	128	4096	2	0.204212000
PLatt	128	4096	3	0.203152000
PLff	128	4096	3	0.204220000
PLc0	128	4096	-	0.031739000
PLchk	128	4096	-	wall=1.9467s stepsum=1.9467s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	8192	0	0.017739000
PLff	4	8192	0	0.011732000
PLatt	4	8192	1	0.014263000
PLff	4	8192	1	0.011768000
PLatt	4	8192	2	0.014325000
PLff	4	8192	2	0.011670000
PLatt	4	8192	3	0.014406000
PLff	4	8192	3	0.011786000
PLc0	4	8192	-	0.028003000
PLchk	4	8192	-	wall=0.1365s stepsum=0.1365s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	8192	0	0.049510000
PLff	8	8192	0	0.023322000
PLatt	8	8192	1	0.026941000
PLff	8	8192	1	0.023275000
PLatt	8	8192	2	0.025427000
PLff	8	8192	2	0.023625000
PLatt	8	8192	3	0.026538000
PLff	8	8192	3	0.023478000
PLc0	8	8192	-	0.027892000
PLchk	8	8192	-	wall=0.2504s stepsum=0.2504s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	8192	0	0.090789000
PLff	16	8192	0	0.024733000
PLatt	16	8192	1	0.045476000
PLff	16	8192	1	0.024837000
PLatt	16	8192	2	0.045580000
PLff	16	8192	2	0.025043000
PLatt	16	8192	3	0.045061000
PLff	16	8192	3	0.024887000
PLc0	16	8192	-	0.027920000
PLchk	16	8192	-	wall=0.3550s stepsum=0.3550s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	8192	0	0.139170000
PLff	24	8192	0	0.047916000
PLatt	24	8192	1	0.069313000
PLff	24	8192	1	0.048062000
PLatt	24	8192	2	0.069825000
PLff	24	8192	2	0.048221000
PLatt	24	8192	3	0.068958000
PLff	24	8192	3	0.047995000
PLc0	24	8192	-	0.028125000
PLchk	24	8192	-	wall=0.5691s stepsum=0.5690s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	8192	0	0.236427000
PLff	32	8192	0	0.050691000
PLatt	32	8192	1	0.113497000
PLff	32	8192	1	0.050000000
PLatt	32	8192	2	0.108735000
PLff	32	8192	2	0.050464000
PLatt	32	8192	3	0.112982000
PLff	32	8192	3	0.050401000
PLc0	32	8192	-	0.028278000
PLchk	32	8192	-	wall=0.8054s stepsum=0.8054s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	8192	0	0.351064000
PLff	48	8192	0	0.075297000
PLatt	48	8192	1	0.156124000
PLff	48	8192	1	0.076135000
PLatt	48	8192	2	0.157477000
PLff	48	8192	2	0.075811000
PLatt	48	8192	3	0.158665000
PLff	48	8192	3	0.075877000
PLc0	48	8192	-	0.028860000
PLchk	48	8192	-	wall=1.1548s stepsum=1.1548s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	8192	0	0.505522000
PLff	64	8192	0	0.104174000
PLatt	64	8192	1	0.441827000
PLff	64	8192	1	0.104594000
PLatt	64	8192	2	0.252797000
PLff	64	8192	2	0.104262000
PLatt	64	8192	3	0.228991000
PLff	64	8192	3	0.089092000
PLc0	64	8192	-	0.029319000
PLchk	64	8192	-	wall=1.8611s stepsum=1.8611s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	8192	0	0.711259000
PLff	96	8192	0	0.154741000
PLatt	96	8192	1	0.336772000
PLff	96	8192	1	0.152036000
PLatt	96	8192	2	0.342662000
PLff	96	8192	2	0.154067000
PLatt	96	8192	3	0.346361000
PLff	96	8192	3	0.131460000
PLc0	96	8192	-	0.030452000
PLchk	96	8192	-	wall=2.3581s stepsum=2.3580s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	8192	0	1.113602000
PLff	128	8192	0	0.203370000
PLatt	128	8192	1	0.462994000
PLff	128	8192	1	0.204549000
PLatt	128	8192	2	0.464263000
PLff	128	8192	2	0.179728000
PLatt	128	8192	3	0.471287000
PLff	128	8192	3	0.178158000
PLc0	128	8192	-	0.031400000
PLchk	128	8192	-	wall=3.3173s stepsum=3.3172s ratio=1.000
