# host=ubuntu-desktop threads=4 layers=4 dim=4096 hidden=14336 reps=5
# kind	B	prefix	layer	sec
🧠 CPU: neon dotprod fp16
PLff	24	512	1	0.049269000
PLatt	24	512	2	0.013381000
PLff	24	512	2	0.049812000
PLatt	24	512	3	0.013461000
PLff	24	512	3	0.050792000
PLc0	24	512	-	0.028234000
PLchk	24	512	-	wall=0.2874s stepsum=0.2873s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	512	0	0.027353000
PLff	32	512	0	0.057505000
PLatt	32	512	1	0.018629000
PLff	32	512	1	0.055652000
PLatt	32	512	2	0.018101000
PLff	32	512	2	0.056283000
PLatt	32	512	3	0.018136000
PLff	32	512	3	0.056335000
PLc0	32	512	-	0.028428000
PLchk	32	512	-	wall=0.3362s stepsum=0.3361s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	512	0	0.032963000
PLff	48	512	0	0.085323000
PLatt	48	512	1	0.025773000
PLff	48	512	1	0.083339000
PLatt	48	512	2	0.026008000
PLff	48	512	2	0.081826000
PLatt	48	512	3	0.025624000
PLff	48	512	3	0.082488000
PLc0	48	512	-	0.029155000
PLchk	48	512	-	wall=0.4741s stepsum=0.4741s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	512	0	0.052892000
PLff	64	512	0	0.109989000
PLatt	64	512	1	0.052827000
PLff	64	512	1	0.106884000
PLatt	64	512	2	0.034287000
PLff	64	512	2	0.107979000
PLatt	64	512	3	0.033852000
PLff	64	512	3	0.107010000
PLc0	64	512	-	0.029314000
PLchk	64	512	-	wall=0.6354s stepsum=0.6353s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	512	0	0.077683000
PLff	96	512	0	0.166777000
PLatt	96	512	1	0.061863000
PLff	96	512	1	0.162032000
PLatt	96	512	2	0.054230000
PLff	96	512	2	0.162384000
PLatt	96	512	3	0.054679000
PLff	96	512	3	0.163993000
PLc0	96	512	-	0.030270000
PLchk	96	512	-	wall=0.9343s stepsum=0.9342s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	512	0	0.084107000
PLff	128	512	0	0.213415000
PLatt	128	512	1	0.084314000
PLff	128	512	1	0.207309000
PLatt	128	512	2	0.063178000
PLff	128	512	2	0.212215000
PLatt	128	512	3	0.063244000
PLff	128	512	3	0.209827000
PLc0	128	512	-	0.031295000
PLchk	128	512	-	wall=1.1683s stepsum=1.1683s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	2048	0	0.009211000
PLff	4	2048	0	0.011684000
PLatt	4	2048	1	0.005731000
PLff	4	2048	1	0.011600000
PLatt	4	2048	2	0.005779000
PLff	4	2048	2	0.011635000
PLatt	4	2048	3	0.005649000
PLff	4	2048	3	0.011645000
PLc0	4	2048	-	0.028085000
PLchk	4	2048	-	wall=0.1016s stepsum=0.1016s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	2048	0	0.016503000
PLff	8	2048	0	0.023899000
PLatt	8	2048	1	0.010259000
PLff	8	2048	1	0.023812000
PLatt	8	2048	2	0.010436000
PLff	8	2048	2	0.023282000
PLatt	8	2048	3	0.010595000
PLff	8	2048	3	0.023386000
PLc0	8	2048	-	0.027996000
PLchk	8	2048	-	wall=0.1709s stepsum=0.1708s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	2048	0	0.026566000
PLff	16	2048	0	0.028232000
PLatt	16	2048	1	0.027197000
PLff	16	2048	1	0.028746000
PLatt	16	2048	2	0.015139000
PLff	16	2048	2	0.028680000
PLatt	16	2048	3	0.015373000
PLff	16	2048	3	0.027206000
PLc0	16	2048	-	0.027937000
PLchk	16	2048	-	wall=0.2249s stepsum=0.2249s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	2048	0	0.044275000
PLff	24	2048	0	0.052686000
PLatt	24	2048	1	0.043001000
PLff	24	2048	1	0.052003000
PLatt	24	2048	2	0.045086000
PLff	24	2048	2	0.052681000
PLatt	24	2048	3	0.025676000
PLff	24	2048	3	0.052106000
PLc0	24	2048	-	0.029272000
PLchk	24	2048	-	wall=0.3988s stepsum=0.3987s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	2048	0	0.072826000
PLff	32	2048	0	0.058225000
PLatt	32	2048	1	0.072830000
PLff	32	2048	1	0.057686000
PLatt	32	2048	2	0.034857000
PLff	32	2048	2	0.057833000
PLatt	32	2048	3	0.035122000
PLff	32	2048	3	0.057841000
PLc0	32	2048	-	0.028733000
PLchk	32	2048	-	wall=0.4765s stepsum=0.4765s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	2048	0	0.100052000
PLff	48	2048	0	0.083134000
PLatt	48	2048	1	0.098681000
PLff	48	2048	1	0.079752000
PLatt	48	2048	2	0.052294000
PLff	48	2048	2	0.081262000
PLatt	48	2048	3	0.052707000
PLff	48	2048	3	0.081149000
PLc0	48	2048	-	0.029425000
PLchk	48	2048	-	wall=0.6591s stepsum=0.6591s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	2048	0	0.118686000
PLff	64	2048	0	0.110852000
PLatt	64	2048	1	0.073866000
PLff	64	2048	1	0.108145000
PLatt	64	2048	2	0.073166000
PLff	64	2048	2	0.110984000
PLatt	64	2048	3	0.073002000
PLff	64	2048	3	0.111459000
PLc0	64	2048	-	0.029609000
PLchk	64	2048	-	wall=0.8102s stepsum=0.8101s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	2048	0	0.227450000
PLff	96	2048	0	0.163386000
PLatt	96	2048	1	0.134813000
PLff	96	2048	1	0.162683000
PLatt	96	2048	2	0.114555000
PLff	96	2048	2	0.164456000
PLatt	96	2048	3	0.115275000
PLff	96	2048	3	0.161702000
PLc0	96	2048	-	0.031026000
PLchk	96	2048	-	wall=1.2756s stepsum=1.2756s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	2048	0	0.221725000
PLff	128	2048	0	0.216569000
PLatt	128	2048	1	0.124442000
PLff	128	2048	1	0.218387000
PLatt	128	2048	2	0.125220000
PLff	128	2048	2	0.225938000
PLatt	128	2048	3	0.123606000
PLff	128	2048	3	0.217887000
PLc0	128	2048	-	0.031818000
PLchk	128	2048	-	wall=1.5062s stepsum=1.5062s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	4096	0	0.016135000
PLff	4	4096	0	0.011745000
PLatt	4	4096	1	0.015674000
PLff	4	4096	1	0.011825000
PLatt	4	4096	2	0.016248000
PLff	4	4096	2	0.011669000
PLatt	4	4096	3	0.008449000
PLff	4	4096	3	0.011279000
PLc0	4	4096	-	0.028056000
PLchk	4	4096	-	wall=0.1313s stepsum=0.1313s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	4096	0	0.028222000
PLff	8	4096	0	0.023385000
PLatt	8	4096	1	0.028434000
PLff	8	4096	1	0.023338000
PLatt	8	4096	2	0.016012000
PLff	8	4096	2	0.023134000
PLatt	8	4096	3	0.016092000
PLff	8	4096	3	0.023346000
PLc0	8	4096	-	0.028284000
PLchk	8	4096	-	wall=0.2104s stepsum=0.2104s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	4096	0	0.048697000
PLff	16	4096	0	0.026824000
PLatt	16	4096	1	0.036963000
PLff	16	4096	1	0.026990000
PLatt	16	4096	2	0.025222000
PLff	16	4096	2	0.027153000
PLatt	16	4096	3	0.025147000
PLff	16	4096	3	0.027457000
PLc0	16	4096	-	0.026847000
PLchk	16	4096	-	wall=0.2717s stepsum=0.2716s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	4096	0	0.077028000
PLff	24	4096	0	0.051696000
PLatt	24	4096	1	0.057158000
PLff	24	4096	1	0.051877000
PLatt	24	4096	2	0.039764000
PLff	24	4096	2	0.051522000
PLatt	24	4096	3	0.039912000
PLff	24	4096	3	0.050761000
PLc0	24	4096	-	0.028031000
PLchk	24	4096	-	wall=0.4484s stepsum=0.4484s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	4096	0	0.113255000
PLff	32	4096	0	0.056921000
PLatt	32	4096	1	0.061002000
PLff	32	4096	1	0.056402000
PLatt	32	4096	2	0.061085000
PLff	32	4096	2	0.055775000
PLatt	32	4096	3	0.059526000
PLff	32	4096	3	0.056909000
PLc0	32	4096	-	0.028279000
PLchk	32	4096	-	wall=0.5493s stepsum=0.5493s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	4096	0	0.174593000
PLff	48	4096	0	0.083911000
PLatt	48	4096	1	0.087956000
PLff	48	4096	1	0.083792000
PLatt	48	4096	2	0.089407000
PLff	48	4096	2	0.083225000
PLatt	48	4096	3	0.087771000
PLff	48	4096	3	0.084074000
PLc0	48	4096	-	0.028832000
PLchk	48	4096	-	wall=0.8037s stepsum=0.8037s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	4096	0	0.298207000
PLff	64	4096	0	0.106880000
PLatt	64	4096	1	0.296374000
PLff	64	4096	1	0.107972000
PLatt	64	4096	2	0.129625000
PLff	64	4096	2	0.105614000
PLatt	64	4096	3	0.129896000
PLff	64	4096	3	0.106503000
PLc0	64	4096	-	0.029351000
PLchk	64	4096	-	wall=1.3101s stepsum=1.3100s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	4096	0	0.416407000
PLff	96	4096	0	0.161144000
PLatt	96	4096	1	0.414786000
PLff	96	4096	1	0.161010000
PLatt	96	4096	2	0.414509000
PLff	96	4096	2	0.159552000
PLatt	96	4096	3	0.411687000
PLff	96	4096	3	0.155853000
PLc0	96	4096	-	0.029541000
PLchk	96	4096	-	wall=2.3323s stepsum=2.3323s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	4096	0	0.397622000
PLff	128	4096	0	0.210677000
PLatt	128	4096	1	0.389047000
PLff	128	4096	1	0.211536000
PLatt	128	4096	2	0.206144000
PLff	128	4096	2	0.211418000
PLatt	128	4096	3	0.205771000
PLff	128	4096	3	0.214268000
PLc0	128	4096	-	0.030028000
PLchk	128	4096	-	wall=2.0799s stepsum=2.0799s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	8192	0	0.017833000
PLff	4	8192	0	0.011732000
PLatt	4	8192	1	0.014315000
PLff	4	8192	1	0.011508000
PLatt	4	8192	2	0.014492000
PLff	4	8192	2	0.011974000
PLatt	4	8192	3	0.014462000
PLff	4	8192	3	0.011470000
PLc0	4	8192	-	0.029046000
PLchk	4	8192	-	wall=0.1374s stepsum=0.1374s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	8192	0	0.049243000
PLff	8	8192	0	0.023188000
PLatt	8	8192	1	0.026441000
PLff	8	8192	1	0.023374000
PLatt	8	8192	2	0.025474000
PLff	8	8192	2	0.023501000
PLatt	8	8192	3	0.026598000
PLff	8	8192	3	0.023587000
PLc0	8	8192	-	0.027773000
PLchk	8	8192	-	wall=0.2496s stepsum=0.2495s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	8192	0	0.091715000
PLff	16	8192	0	0.027207000
PLatt	16	8192	1	0.045440000
PLff	16	8192	1	0.028026000
PLatt	16	8192	2	0.045840000
PLff	16	8192	2	0.026875000
PLatt	16	8192	3	0.045600000
PLff	16	8192	3	0.027677000
PLc0	16	8192	-	0.028539000
PLchk	16	8192	-	wall=0.3662s stepsum=0.3662s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	8192	0	0.141447000
PLff	24	8192	0	0.051953000
PLatt	24	8192	1	0.073862000
PLff	24	8192	1	0.053085000
PLatt	24	8192	2	0.073640000
PLff	24	8192	2	0.051821000
PLatt	24	8192	3	0.073171000
PLff	24	8192	3	0.052142000
PLc0	24	8192	-	0.028840000
PLchk	24	8192	-	wall=0.6003s stepsum=0.6003s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	8192	0	0.244053000
PLff	32	8192	0	0.057154000
PLatt	32	8192	1	0.117201000
PLff	32	8192	1	0.058516000
PLatt	32	8192	2	0.121165000
PLff	32	8192	2	0.057681000
PLatt	32	8192	3	0.120261000
PLff	32	8192	3	0.057600000
PLc0	32	8192	-	0.028772000
PLchk	32	8192	-	wall=0.8627s stepsum=0.8627s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	8192	0	0.350189000
PLff	48	8192	0	0.084176000
PLatt	48	8192	1	0.163399000
PLff	48	8192	1	0.086270000
PLatt	48	8192	2	0.159852000
PLff	48	8192	2	0.086248000
PLatt	48	8192	3	0.162216000
PLff	48	8192	3	0.085020000
PLc0	48	8192	-	0.028935000
PLchk	48	8192	-	wall=1.2079s stepsum=1.2078s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	8192	0	0.509431000
PLff	64	8192	0	0.120384000
PLatt	64	8192	1	0.476782000
PLff	64	8192	1	0.117818000
PLatt	64	8192	2	0.302749000
PLff	64	8192	2	0.111585000
PLatt	64	8192	3	0.217621000
PLff	64	8192	3	0.115505000
PLc0	64	8192	-	0.029385000
PLchk	64	8192	-	wall=2.0009s stepsum=2.0008s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	8192	0	0.700863000
PLff	96	8192	0	0.168724000
PLatt	96	8192	1	0.329502000
PLff	96	8192	1	0.169472000
PLatt	96	8192	2	0.329566000
PLff	96	8192	2	0.171186000
PLatt	96	8192	3	0.321630000
PLff	96	8192	3	0.167005000
PLc0	96	8192	-	0.030224000
PLchk	96	8192	-	wall=2.3919s stepsum=2.3919s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	8192	0	1.079923000
PLff	128	8192	0	0.221468000
PLatt	128	8192	1	0.466258000
PLff	128	8192	1	0.225460000
PLatt	128	8192	2	0.466887000
PLff	128	8192	2	0.218739000
PLatt	128	8192	3	0.452301000
PLff	128	8192	3	0.221119000
PLc0	128	8192	-	0.031842000
PLchk	128	8192	-	wall=3.3824s stepsum=3.3823s ratio=1.000
