# host=ubuntu-desktop threads=4 layers=4 dim=4096 hidden=14336 reps=5
# kind	B	prefix	layer	sec
🧠 CPU: neon dotprod fp16
PLff	16	512	3	0.025603000
PLc0	16	512	-	0.027991000
PLchk	16	512	-	wall=0.1722s stepsum=0.1722s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	512	0	0.020405000
PLff	24	512	0	0.048306000
PLatt	24	512	1	0.019859000
PLff	24	512	1	0.048818000
PLatt	24	512	2	0.019774000
PLff	24	512	2	0.049252000
PLatt	24	512	3	0.019863000
PLff	24	512	3	0.047610000
PLc0	24	512	-	0.029503000
PLchk	24	512	-	wall=0.3035s stepsum=0.3035s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	512	0	0.026905000
PLff	32	512	0	0.051245000
PLatt	32	512	1	0.026909000
PLff	32	512	1	0.051904000
PLatt	32	512	2	0.027032000
PLff	32	512	2	0.050284000
PLatt	32	512	3	0.027181000
PLff	32	512	3	0.051413000
PLc0	32	512	-	0.029362000
PLchk	32	512	-	wall=0.3420s stepsum=0.3420s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	512	0	0.035484000
PLff	48	512	0	0.079053000
PLatt	48	512	1	0.035583000
PLff	48	512	1	0.081293000
PLatt	48	512	2	0.035879000
PLff	48	512	2	0.079327000
PLatt	48	512	3	0.035425000
PLff	48	512	3	0.077685000
PLc0	48	512	-	0.028929000
PLchk	48	512	-	wall=0.4885s stepsum=0.4885s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	512	0	0.050604000
PLff	64	512	0	0.107966000
PLatt	64	512	1	0.050642000
PLff	64	512	1	0.106381000
PLatt	64	512	2	0.051135000
PLff	64	512	2	0.103951000
PLatt	64	512	3	0.050218000
PLff	64	512	3	0.104959000
PLc0	64	512	-	0.030138000
PLchk	64	512	-	wall=0.6574s stepsum=0.6574s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	512	0	0.079238000
PLff	96	512	0	0.169056000
PLatt	96	512	1	0.079580000
PLff	96	512	1	0.168901000
PLatt	96	512	2	0.079620000
PLff	96	512	2	0.162518000
PLatt	96	512	3	0.079043000
PLff	96	512	3	0.164254000
PLc0	96	512	-	0.031342000
PLchk	96	512	-	wall=1.0134s stepsum=1.0133s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	512	0	0.095144000
PLff	128	512	0	0.219707000
PLatt	128	512	1	0.096015000
PLff	128	512	1	0.214619000
PLatt	128	512	2	0.095156000
PLff	128	512	2	0.220087000
PLatt	128	512	3	0.095670000
PLff	128	512	3	0.216292000
PLc0	128	512	-	0.030986000
PLchk	128	512	-	wall=1.2843s stepsum=1.2842s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	2048	0	0.009349000
PLff	4	2048	0	0.013022000
PLatt	4	2048	1	0.009509000
PLff	4	2048	1	0.012436000
PLatt	4	2048	2	0.009344000
PLff	4	2048	2	0.012188000
PLatt	4	2048	3	0.009449000
PLff	4	2048	3	0.012564000
PLc0	4	2048	-	0.027735000
PLchk	4	2048	-	wall=0.1160s stepsum=0.1160s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	2048	0	0.017432000
PLff	8	2048	0	0.025972000
PLatt	8	2048	1	0.016758000
PLff	8	2048	1	0.026575000
PLatt	8	2048	2	0.016599000
PLff	8	2048	2	0.025181000
PLatt	8	2048	3	0.016621000
PLff	8	2048	3	0.025239000
PLc0	8	2048	-	0.028037000
PLchk	8	2048	-	wall=0.1989s stepsum=0.1989s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	2048	0	0.026658000
PLff	16	2048	0	0.027529000
PLatt	16	2048	1	0.027136000
PLff	16	2048	1	0.027217000
PLatt	16	2048	2	0.026856000
PLff	16	2048	2	0.027225000
PLatt	16	2048	3	0.027130000
PLff	16	2048	3	0.027407000
PLc0	16	2048	-	0.030306000
PLchk	16	2048	-	wall=0.2480s stepsum=0.2479s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	2048	0	0.042908000
PLff	24	2048	0	0.052011000
PLatt	24	2048	1	0.043541000
PLff	24	2048	1	0.051111000
PLatt	24	2048	2	0.044013000
PLff	24	2048	2	0.053727000
PLatt	24	2048	3	0.025603000
PLff	24	2048	3	0.051309000
PLc0	24	2048	-	0.028874000
PLchk	24	2048	-	wall=0.3940s stepsum=0.3940s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	2048	0	0.078377000
PLff	32	2048	0	0.054242000
PLatt	32	2048	1	0.076207000
PLff	32	2048	1	0.053346000
PLatt	32	2048	2	0.077118000
PLff	32	2048	2	0.053244000
PLatt	32	2048	3	0.077024000
PLff	32	2048	3	0.052980000
PLc0	32	2048	-	0.030758000
PLchk	32	2048	-	wall=0.5529s stepsum=0.5528s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	2048	0	0.100250000
PLff	48	2048	0	0.079047000
PLatt	48	2048	1	0.097966000
PLff	48	2048	1	0.078627000
PLatt	48	2048	2	0.053582000
PLff	48	2048	2	0.080649000
PLatt	48	2048	3	0.053681000
PLff	48	2048	3	0.077355000
PLc0	48	2048	-	0.031031000
PLchk	48	2048	-	wall=0.6523s stepsum=0.6523s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	2048	0	0.119555000
PLff	64	2048	0	0.108041000
PLatt	64	2048	1	0.073183000
PLff	64	2048	1	0.111846000
PLatt	64	2048	2	0.073063000
PLff	64	2048	2	0.108447000
PLatt	64	2048	3	0.072890000
PLff	64	2048	3	0.110467000
PLc0	64	2048	-	0.031293000
PLchk	64	2048	-	wall=0.8096s stepsum=0.8096s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	2048	0	0.230825000
PLff	96	2048	0	0.161195000
PLatt	96	2048	1	0.230858000
PLff	96	2048	1	0.173179000
PLatt	96	2048	2	0.220098000
PLff	96	2048	2	0.174712000
PLatt	96	2048	3	0.225633000
PLff	96	2048	3	0.165241000
PLc0	96	2048	-	0.032310000
PLchk	96	2048	-	wall=1.6174s stepsum=1.6174s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	2048	0	0.239812000
PLff	128	2048	0	0.216576000
PLatt	128	2048	1	0.150336000
PLff	128	2048	1	0.230709000
PLatt	128	2048	2	0.146867000
PLff	128	2048	2	0.230828000
PLatt	128	2048	3	0.148679000
PLff	128	2048	3	0.227108000
PLc0	128	2048	-	0.032952000
PLchk	128	2048	-	wall=1.6254s stepsum=1.6253s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	4096	0	0.016585000
PLff	4	4096	0	0.012510000
PLatt	4	4096	1	0.016082000
PLff	4	4096	1	0.012798000
PLatt	4	4096	2	0.016791000
PLff	4	4096	2	0.012497000
PLatt	4	4096	3	0.015734000
PLff	4	4096	3	0.012886000
PLc0	4	4096	-	0.029504000
PLchk	4	4096	-	wall=0.1459s stepsum=0.1459s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	4096	0	0.029007000
PLff	8	4096	0	0.025099000
PLatt	8	4096	1	0.028964000
PLff	8	4096	1	0.024377000
PLatt	8	4096	2	0.029710000
PLff	8	4096	2	0.026535000
PLatt	8	4096	3	0.029025000
PLff	8	4096	3	0.025510000
PLc0	8	4096	-	0.029674000
PLchk	8	4096	-	wall=0.2481s stepsum=0.2481s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	4096	0	0.048077000
PLff	16	4096	0	0.027675000
PLatt	16	4096	1	0.048023000
PLff	16	4096	1	0.027297000
PLatt	16	4096	2	0.048322000
PLff	16	4096	2	0.027706000
PLatt	16	4096	3	0.048125000
PLff	16	4096	3	0.027765000
PLc0	16	4096	-	0.028450000
PLchk	16	4096	-	wall=0.3317s stepsum=0.3316s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	4096	0	0.076747000
PLff	24	4096	0	0.051941000
PLatt	24	4096	1	0.077118000
PLff	24	4096	1	0.051052000
PLatt	24	4096	2	0.076128000
PLff	24	4096	2	0.053714000
PLatt	24	4096	3	0.076005000
PLff	24	4096	3	0.053682000
PLc0	24	4096	-	0.029302000
PLchk	24	4096	-	wall=0.5463s stepsum=0.5463s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	4096	0	0.116030000
PLff	32	4096	0	0.051911000
PLatt	32	4096	1	0.100009000
PLff	32	4096	1	0.053522000
PLatt	32	4096	2	0.066647000
PLff	32	4096	2	0.054094000
PLatt	32	4096	3	0.065397000
PLff	32	4096	3	0.053480000
PLc0	32	4096	-	0.030822000
PLchk	32	4096	-	wall=0.5930s stepsum=0.5930s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	4096	0	0.178439000
PLff	48	4096	0	0.083904000
PLatt	48	4096	1	0.091963000
PLff	48	4096	1	0.081481000
PLatt	48	4096	2	0.090820000
PLff	48	4096	2	0.081464000
PLatt	48	4096	3	0.090460000
PLff	48	4096	3	0.082204000
PLc0	48	4096	-	0.029125000
PLchk	48	4096	-	wall=0.8105s stepsum=0.8105s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	4096	0	0.281745000
PLff	64	4096	0	0.110154000
PLatt	64	4096	1	0.278283000
PLff	64	4096	1	0.104675000
PLatt	64	4096	2	0.123743000
PLff	64	4096	2	0.108766000
PLatt	64	4096	3	0.126241000
PLff	64	4096	3	0.108491000
PLc0	64	4096	-	0.031140000
PLchk	64	4096	-	wall=1.2736s stepsum=1.2736s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	4096	0	0.419256000
PLff	96	4096	0	0.161989000
PLatt	96	4096	1	0.420297000
PLff	96	4096	1	0.166876000
PLatt	96	4096	2	0.420294000
PLff	96	4096	2	0.162128000
PLatt	96	4096	3	0.418095000
PLff	96	4096	3	0.163411000
PLc0	96	4096	-	0.029442000
PLchk	96	4096	-	wall=2.3640s stepsum=2.3640s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	4096	0	0.439254000
PLff	128	4096	0	0.220856000
PLatt	128	4096	1	0.438935000
PLff	128	4096	1	0.221795000
PLatt	128	4096	2	0.257329000
PLff	128	4096	2	0.219512000
PLatt	128	4096	3	0.255464000
PLff	128	4096	3	0.214927000
PLc0	128	4096	-	0.031434000
PLchk	128	4096	-	wall=2.2995s stepsum=2.2994s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	8192	0	0.017937000
PLff	4	8192	0	0.012583000
PLatt	4	8192	1	0.014304000
PLff	4	8192	1	0.012697000
PLatt	4	8192	2	0.014509000
PLff	4	8192	2	0.012809000
PLatt	4	8192	3	0.014516000
PLff	4	8192	3	0.013563000
PLc0	4	8192	-	0.028011000
PLchk	4	8192	-	wall=0.1412s stepsum=0.1412s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	8192	0	0.049628000
PLff	8	8192	0	0.025158000
PLatt	8	8192	1	0.028028000
PLff	8	8192	1	0.025104000
PLatt	8	8192	2	0.025946000
PLff	8	8192	2	0.024938000
PLatt	8	8192	3	0.026811000
PLff	8	8192	3	0.026593000
PLc0	8	8192	-	0.027533000
PLchk	8	8192	-	wall=0.2604s stepsum=0.2604s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	8192	0	0.090816000
PLff	16	8192	0	0.027256000
PLatt	16	8192	1	0.045581000
PLff	16	8192	1	0.026549000
PLatt	16	8192	2	0.045432000
PLff	16	8192	2	0.026676000
PLatt	16	8192	3	0.044953000
PLff	16	8192	3	0.027200000
PLc0	16	8192	-	0.027677000
PLchk	16	8192	-	wall=0.3618s stepsum=0.3618s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	8192	0	0.139531000
PLff	24	8192	0	0.050794000
PLatt	24	8192	1	0.070650000
PLff	24	8192	1	0.049827000
PLatt	24	8192	2	0.070370000
PLff	24	8192	2	0.049466000
PLatt	24	8192	3	0.070050000
PLff	24	8192	3	0.051068000
PLc0	24	8192	-	0.029845000
PLchk	24	8192	-	wall=0.5816s stepsum=0.5815s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	8192	0	0.237489000
PLff	32	8192	0	0.052191000
PLatt	32	8192	1	0.110097000
PLff	32	8192	1	0.053925000
PLatt	32	8192	2	0.109578000
PLff	32	8192	2	0.053528000
PLatt	32	8192	3	0.109190000
PLff	32	8192	3	0.053382000
PLc0	32	8192	-	0.029176000
PLchk	32	8192	-	wall=0.8082s stepsum=0.8081s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	8192	0	0.364961000
PLff	48	8192	0	0.081718000
PLatt	48	8192	1	0.164549000
PLff	48	8192	1	0.079096000
PLatt	48	8192	2	0.165499000
PLff	48	8192	2	0.080385000
PLatt	48	8192	3	0.159639000
PLff	48	8192	3	0.080541000
PLc0	48	8192	-	0.030628000
PLchk	48	8192	-	wall=1.2095s stepsum=1.2095s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	8192	0	0.499847000
PLff	64	8192	0	0.107005000
PLatt	64	8192	1	0.508084000
PLff	64	8192	1	0.113108000
PLatt	64	8192	2	0.525539000
PLff	64	8192	2	0.113084000
PLatt	64	8192	3	0.230671000
PLff	64	8192	3	0.108670000
PLc0	64	8192	-	0.029947000
PLchk	64	8192	-	wall=2.2381s stepsum=2.2380s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	8192	0	0.713016000
PLff	96	8192	0	0.173577000
PLatt	96	8192	1	0.347308000
PLff	96	8192	1	0.171167000
PLatt	96	8192	2	0.348136000
PLff	96	8192	2	0.174445000
PLatt	96	8192	3	0.349355000
PLff	96	8192	3	0.168246000
PLc0	96	8192	-	0.032402000
PLchk	96	8192	-	wall=2.4794s stepsum=2.4793s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	8192	0	1.058881000
PLff	128	8192	0	0.233010000
PLatt	128	8192	1	1.031953000
PLff	128	8192	1	0.232887000
PLatt	128	8192	2	0.445926000
PLff	128	8192	2	0.228184000
PLatt	128	8192	3	0.456984000
PLff	128	8192	3	0.243245000
PLc0	128	8192	-	0.031989000
PLchk	128	8192	-	wall=3.9634s stepsum=3.9634s ratio=1.000
