# host=ubuntu-desktop threads=4 layers=4 dim=4096 hidden=14336 reps=5
# kind	B	prefix	layer	sec
🧠 CPU: neon dotprod fp16
PLatt	128	128	3	0.056551000
PLff	128	128	3	0.214017000
PLc0	128	128	-	0.032718000
PLchk	128	128	-	wall=1.1193s stepsum=1.1192s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	512	0	0.004475000
PLff	4	512	0	0.012004000
PLatt	4	512	1	0.003587000
PLff	4	512	1	0.012040000
PLatt	4	512	2	0.003571000
PLff	4	512	2	0.012182000
PLatt	4	512	3	0.003696000
PLff	4	512	3	0.012039000
PLc0	4	512	-	0.029104000
PLchk	4	512	-	wall=0.0930s stepsum=0.0929s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	512	0	0.008222000
PLff	8	512	0	0.023892000
PLatt	8	512	1	0.007729000
PLff	8	512	1	0.023941000
PLatt	8	512	2	0.007816000
PLff	8	512	2	0.024102000
PLatt	8	512	3	0.007759000
PLff	8	512	3	0.024056000
PLc0	8	512	-	0.029221000
PLchk	8	512	-	wall=0.1569s stepsum=0.1569s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	512	0	0.010707000
PLff	16	512	0	0.025793000
PLatt	16	512	1	0.008936000
PLff	16	512	1	0.026308000
PLatt	16	512	2	0.007673000
PLff	16	512	2	0.026176000
PLatt	16	512	3	0.007742000
PLff	16	512	3	0.026220000
PLc0	16	512	-	0.029498000
PLchk	16	512	-	wall=0.1693s stepsum=0.1693s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	512	0	0.017857000
PLff	24	512	0	0.050438000
PLatt	24	512	1	0.013805000
PLff	24	512	1	0.050382000
PLatt	24	512	2	0.013775000
PLff	24	512	2	0.050403000
PLatt	24	512	3	0.013722000
PLff	24	512	3	0.050330000
PLc0	24	512	-	0.029607000
PLchk	24	512	-	wall=0.2904s stepsum=0.2904s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	512	0	0.022629000
PLff	32	512	0	0.053733000
PLatt	32	512	1	0.023050000
PLff	32	512	1	0.053965000
PLatt	32	512	2	0.019633000
PLff	32	512	2	0.053891000
PLatt	32	512	3	0.017360000
PLff	32	512	3	0.054016000
PLc0	32	512	-	0.029945000
PLchk	32	512	-	wall=0.3284s stepsum=0.3284s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	512	0	0.031322000
PLff	48	512	0	0.078588000
PLatt	48	512	1	0.024075000
PLff	48	512	1	0.079101000
PLatt	48	512	2	0.024317000
PLff	48	512	2	0.078971000
PLatt	48	512	3	0.024094000
PLff	48	512	3	0.078772000
PLc0	48	512	-	0.030011000
PLchk	48	512	-	wall=0.4499s stepsum=0.4499s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	512	0	0.049204000
PLff	64	512	0	0.105627000
PLatt	64	512	1	0.041450000
PLff	64	512	1	0.105884000
PLatt	64	512	2	0.036706000
PLff	64	512	2	0.106215000
PLatt	64	512	3	0.036541000
PLff	64	512	3	0.106556000
PLc0	64	512	-	0.030526000
PLchk	64	512	-	wall=0.6202s stepsum=0.6201s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	512	0	0.080671000
PLff	96	512	0	0.159319000
PLatt	96	512	1	0.063597000
PLff	96	512	1	0.159746000
PLatt	96	512	2	0.055794000
PLff	96	512	2	0.160237000
PLatt	96	512	3	0.055649000
PLff	96	512	3	0.160446000
PLc0	96	512	-	0.031686000
PLchk	96	512	-	wall=0.9294s stepsum=0.9294s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	512	0	0.097032000
PLff	128	512	0	0.212025000
PLatt	128	512	1	0.079448000
PLff	128	512	1	0.213704000
PLatt	128	512	2	0.068977000
PLff	128	512	2	0.213462000
PLatt	128	512	3	0.069278000
PLff	128	512	3	0.213303000
PLc0	128	512	-	0.032833000
PLchk	128	512	-	wall=1.2007s stepsum=1.2007s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	2048	0	0.012662000
PLff	4	2048	0	0.012085000
PLatt	4	2048	1	0.005877000
PLff	4	2048	1	0.011930000
PLatt	4	2048	2	0.005900000
PLff	4	2048	2	0.012078000
PLatt	4	2048	3	0.005868000
PLff	4	2048	3	0.011980000
PLc0	4	2048	-	0.029235000
PLchk	4	2048	-	wall=0.1076s stepsum=0.1076s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	2048	0	0.016682000
PLff	8	2048	0	0.023816000
PLatt	8	2048	1	0.010541000
PLff	8	2048	1	0.024026000
PLatt	8	2048	2	0.010824000
PLff	8	2048	2	0.023911000
PLatt	8	2048	3	0.010738000
PLff	8	2048	3	0.023902000
PLc0	8	2048	-	0.029087000
PLchk	8	2048	-	wall=0.1742s stepsum=0.1741s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	2048	0	0.026659000
PLff	16	2048	0	0.026082000
PLatt	16	2048	1	0.026839000
PLff	16	2048	1	0.026508000
PLatt	16	2048	2	0.020565000
PLff	16	2048	2	0.026619000
PLatt	16	2048	3	0.015387000
PLff	16	2048	3	0.026503000
PLc0	16	2048	-	0.029299000
PLchk	16	2048	-	wall=0.2246s stepsum=0.2246s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	2048	0	0.049084000
PLff	24	2048	0	0.049750000
PLatt	24	2048	1	0.048780000
PLff	24	2048	1	0.050523000
PLatt	24	2048	2	0.035338000
PLff	24	2048	2	0.050209000
PLatt	24	2048	3	0.025766000
PLff	24	2048	3	0.050310000
PLc0	24	2048	-	0.029395000
PLchk	24	2048	-	wall=0.3891s stepsum=0.3891s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	2048	0	0.073596000
PLff	32	2048	0	0.053664000
PLatt	32	2048	1	0.073384000
PLff	32	2048	1	0.054142000
PLatt	32	2048	2	0.035342000
PLff	32	2048	2	0.053868000
PLatt	32	2048	3	0.035320000
PLff	32	2048	3	0.054077000
PLc0	32	2048	-	0.029950000
PLchk	32	2048	-	wall=0.4639s stepsum=0.4638s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	2048	0	0.094684000
PLff	48	2048	0	0.078369000
PLatt	48	2048	1	0.072218000
PLff	48	2048	1	0.078669000
PLatt	48	2048	2	0.053309000
PLff	48	2048	2	0.078892000
PLatt	48	2048	3	0.052352000
PLff	48	2048	3	0.079029000
PLc0	48	2048	-	0.030060000
PLchk	48	2048	-	wall=0.6184s stepsum=0.6184s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	2048	0	0.133794000
PLff	64	2048	0	0.106666000
PLatt	64	2048	1	0.076853000
PLff	64	2048	1	0.107075000
PLatt	64	2048	2	0.077008000
PLff	64	2048	2	0.106871000
PLatt	64	2048	3	0.077066000
PLff	64	2048	3	0.107251000
PLc0	64	2048	-	0.030744000
PLchk	64	2048	-	wall=0.8265s stepsum=0.8264s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	2048	0	0.185918000
PLff	96	2048	0	0.159818000
PLatt	96	2048	1	0.147626000
PLff	96	2048	1	0.160053000
PLatt	96	2048	2	0.117272000
PLff	96	2048	2	0.160199000
PLatt	96	2048	3	0.116963000
PLff	96	2048	3	0.160298000
PLc0	96	2048	-	0.031197000
PLchk	96	2048	-	wall=1.2424s stepsum=1.2423s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	2048	0	0.237616000
PLff	128	2048	0	0.214273000
PLatt	128	2048	1	0.149314000
PLff	128	2048	1	0.214210000
PLatt	128	2048	2	0.149225000
PLff	128	2048	2	0.215202000
PLatt	128	2048	3	0.148598000
PLff	128	2048	3	0.214860000
PLc0	128	2048	-	0.032060000
PLchk	128	2048	-	wall=1.5841s stepsum=1.5839s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	4096	0	0.016888000
PLff	4	4096	0	0.011933000
PLatt	4	4096	1	0.011984000
PLff	4	4096	1	0.011928000
PLatt	4	4096	2	0.012343000
PLff	4	4096	2	0.012113000
PLatt	4	4096	3	0.012314000
PLff	4	4096	3	0.011961000
PLc0	4	4096	-	0.029116000
PLchk	4	4096	-	wall=0.1308s stepsum=0.1308s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	4096	0	0.028961000
PLff	8	4096	0	0.024119000
PLatt	8	4096	1	0.021507000
PLff	8	4096	1	0.024071000
PLatt	8	4096	2	0.016507000
PLff	8	4096	2	0.023991000
PLatt	8	4096	3	0.016494000
PLff	8	4096	3	0.023956000
PLc0	8	4096	-	0.029245000
PLchk	8	4096	-	wall=0.2093s stepsum=0.2092s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	4096	0	0.049087000
PLff	16	4096	0	0.026417000
PLatt	16	4096	1	0.038743000
PLff	16	4096	1	0.026328000
PLatt	16	4096	2	0.025498000
PLff	16	4096	2	0.026310000
PLatt	16	4096	3	0.025433000
PLff	16	4096	3	0.026548000
PLc0	16	4096	-	0.029547000
PLchk	16	4096	-	wall=0.2741s stepsum=0.2740s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	4096	0	0.088710000
PLff	24	4096	0	0.050193000
PLatt	24	4096	1	0.063308000
PLff	24	4096	1	0.050489000
PLatt	24	4096	2	0.045470000
PLff	24	4096	2	0.050322000
PLatt	24	4096	3	0.044972000
PLff	24	4096	3	0.050318000
PLc0	24	4096	-	0.029674000
PLchk	24	4096	-	wall=0.4743s stepsum=0.4742s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	4096	0	0.116401000
PLff	32	4096	0	0.053620000
PLatt	32	4096	1	0.065676000
PLff	32	4096	1	0.053687000
PLatt	32	4096	2	0.066863000
PLff	32	4096	2	0.053675000
PLatt	32	4096	3	0.066352000
PLff	32	4096	3	0.054038000
PLc0	32	4096	-	0.029195000
PLchk	32	4096	-	wall=0.5596s stepsum=0.5596s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	4096	0	0.178695000
PLff	48	4096	0	0.079216000
PLatt	48	4096	1	0.090567000
PLff	48	4096	1	0.079308000
PLatt	48	4096	2	0.090806000
PLff	48	4096	2	0.079405000
PLatt	48	4096	3	0.092956000
PLff	48	4096	3	0.079359000
PLc0	48	4096	-	0.029501000
PLchk	48	4096	-	wall=0.8000s stepsum=0.8000s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	4096	0	0.279149000
PLff	64	4096	0	0.107105000
PLatt	64	4096	1	0.178285000
PLff	64	4096	1	0.106647000
PLatt	64	4096	2	0.123936000
PLff	64	4096	2	0.106464000
PLatt	64	4096	3	0.123777000
PLff	64	4096	3	0.106579000
PLc0	64	4096	-	0.030041000
PLchk	64	4096	-	wall=1.1651s stepsum=1.1651s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	4096	0	0.373302000
PLff	96	4096	0	0.160310000
PLatt	96	4096	1	0.377963000
PLff	96	4096	1	0.160381000
PLatt	96	4096	2	0.375322000
PLff	96	4096	2	0.160326000
PLatt	96	4096	3	0.372968000
PLff	96	4096	3	0.161323000
PLc0	96	4096	-	0.030967000
PLchk	96	4096	-	wall=2.1953s stepsum=2.1953s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	4096	0	0.421186000
PLff	128	4096	0	0.216336000
PLatt	128	4096	1	0.325426000
PLff	128	4096	1	0.216546000
PLatt	128	4096	2	0.234477000
PLff	128	4096	2	0.213995000
PLatt	128	4096	3	0.232043000
PLff	128	4096	3	0.214630000
PLc0	128	4096	-	0.032188000
PLchk	128	4096	-	wall=2.1227s stepsum=2.1227s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	8192	0	0.018077000
PLff	4	8192	0	0.011967000
PLatt	4	8192	1	0.014525000
PLff	4	8192	1	0.012125000
PLatt	4	8192	2	0.014600000
PLff	4	8192	2	0.012035000
PLatt	4	8192	3	0.014787000
PLff	4	8192	3	0.011999000
PLc0	4	8192	-	0.028924000
PLchk	4	8192	-	wall=0.1405s stepsum=0.1405s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	8192	0	0.050521000
PLff	8	8192	0	0.024058000
PLatt	8	8192	1	0.027298000
PLff	8	8192	1	0.023931000
PLatt	8	8192	2	0.026663000
PLff	8	8192	2	0.023919000
PLatt	8	8192	3	0.027506000
PLff	8	8192	3	0.024024000
PLc0	8	8192	-	0.029067000
PLchk	8	8192	-	wall=0.2572s stepsum=0.2572s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	8192	0	0.092728000
PLff	16	8192	0	0.026343000
PLatt	16	8192	1	0.045808000
PLff	16	8192	1	0.026541000
PLatt	16	8192	2	0.045809000
PLff	16	8192	2	0.026515000
PLatt	16	8192	3	0.045192000
PLff	16	8192	3	0.026326000
PLc0	16	8192	-	0.028854000
PLchk	16	8192	-	wall=0.3646s stepsum=0.3646s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	8192	0	0.138925000
PLff	24	8192	0	0.050000000
PLatt	24	8192	1	0.069992000
PLff	24	8192	1	0.050268000
PLatt	24	8192	2	0.069076000
PLff	24	8192	2	0.050155000
PLatt	24	8192	3	0.069602000
PLff	24	8192	3	0.050370000
PLc0	24	8192	-	0.028912000
PLchk	24	8192	-	wall=0.5787s stepsum=0.5787s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	8192	0	0.231036000
PLff	32	8192	0	0.054367000
PLatt	32	8192	1	0.111404000
PLff	32	8192	1	0.053615000
PLatt	32	8192	2	0.110521000
PLff	32	8192	2	0.054139000
PLatt	32	8192	3	0.109362000
PLff	32	8192	3	0.054320000
PLc0	32	8192	-	0.029266000
PLchk	32	8192	-	wall=0.8099s stepsum=0.8098s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	8192	0	0.366306000
PLff	48	8192	0	0.078663000
PLatt	48	8192	1	0.164277000
PLff	48	8192	1	0.079925000
PLatt	48	8192	2	0.163550000
PLff	48	8192	2	0.079216000
PLatt	48	8192	3	0.163703000
PLff	48	8192	3	0.079010000
PLc0	48	8192	-	0.029381000
PLchk	48	8192	-	wall=1.2171s stepsum=1.2171s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	8192	0	0.542588000
PLff	64	8192	0	0.107084000
PLatt	64	8192	1	0.242614000
PLff	64	8192	1	0.107372000
PLatt	64	8192	2	0.250702000
PLff	64	8192	2	0.107601000
PLatt	64	8192	3	0.249456000
PLff	64	8192	3	0.091972000
PLc0	64	8192	-	0.030022000
PLchk	64	8192	-	wall=1.7293s stepsum=1.7292s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	8192	0	0.752380000
PLff	96	8192	0	0.163451000
PLatt	96	8192	1	0.354132000
PLff	96	8192	1	0.161989000
PLatt	96	8192	2	0.345280000
PLff	96	8192	2	0.161552000
PLatt	96	8192	3	0.354700000
PLff	96	8192	3	0.138987000
PLc0	96	8192	-	0.031313000
PLchk	96	8192	-	wall=2.4743s stepsum=2.4743s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	8192	0	1.139490000
PLff	128	8192	0	0.220421000
PLatt	128	8192	1	0.661848000
PLff	128	8192	1	0.217599000
PLatt	128	8192	2	0.493929000
PLff	128	8192	2	0.183081000
PLatt	128	8192	3	0.501752000
PLff	128	8192	3	0.183896000
PLc0	128	8192	-	0.032306000
PLchk	128	8192	-	wall=3.6430s stepsum=3.6429s ratio=1.000
