# host=ubuntu-desktop threads=4 layers=4 dim=4096 hidden=14336 reps=5
# kind	B	prefix	layer	sec
🧠 CPU: neon dotprod fp16
PLatt	128	128	3	0.055741000
PLff	128	128	3	0.205403000
PLc0	128	128	-	0.032009000
PLchk	128	128	-	wall=1.0848s stepsum=1.0848s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	512	0	0.004389000
PLff	4	512	0	0.011723000
PLatt	4	512	1	0.003561000
PLff	4	512	1	0.011755000
PLatt	4	512	2	0.003533000
PLff	4	512	2	0.011770000
PLatt	4	512	3	0.003530000
PLff	4	512	3	0.011738000
PLc0	4	512	-	0.028544000
PLchk	4	512	-	wall=0.0905s stepsum=0.0905s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	512	0	0.008012000
PLff	8	512	0	0.023422000
PLatt	8	512	1	0.007539000
PLff	8	512	1	0.023506000
PLatt	8	512	2	0.007554000
PLff	8	512	2	0.023563000
PLatt	8	512	3	0.007551000
PLff	8	512	3	0.023643000
PLc0	8	512	-	0.028284000
PLchk	8	512	-	wall=0.1535s stepsum=0.1535s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	512	0	0.010454000
PLff	16	512	0	0.025279000
PLatt	16	512	1	0.007621000
PLff	16	512	1	0.025355000
PLatt	16	512	2	0.007568000
PLff	16	512	2	0.025280000
PLatt	16	512	3	0.007593000
PLff	16	512	3	0.025411000
PLc0	16	512	-	0.028770000
PLchk	16	512	-	wall=0.1636s stepsum=0.1635s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	512	0	0.018661000
PLff	24	512	0	0.049062000
PLatt	24	512	1	0.013697000
PLff	24	512	1	0.049165000
PLatt	24	512	2	0.013604000
PLff	24	512	2	0.049176000
PLatt	24	512	3	0.013564000
PLff	24	512	3	0.049475000
PLc0	24	512	-	0.028909000
PLchk	24	512	-	wall=0.2857s stepsum=0.2857s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	512	0	0.025466000
PLff	32	512	0	0.053141000
PLatt	32	512	1	0.017171000
PLff	32	512	1	0.052972000
PLatt	32	512	2	0.017092000
PLff	32	512	2	0.053310000
PLatt	32	512	3	0.016883000
PLff	32	512	3	0.053102000
PLc0	32	512	-	0.028995000
PLchk	32	512	-	wall=0.3186s stepsum=0.3186s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	512	0	0.031998000
PLff	48	512	0	0.076895000
PLatt	48	512	1	0.025194000
PLff	48	512	1	0.076522000
PLatt	48	512	2	0.025089000
PLff	48	512	2	0.076373000
PLatt	48	512	3	0.025138000
PLff	48	512	3	0.076186000
PLc0	48	512	-	0.029524000
PLchk	48	512	-	wall=0.4439s stepsum=0.4438s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	512	0	0.048825000
PLff	64	512	0	0.103050000
PLatt	64	512	1	0.049602000
PLff	64	512	1	0.103203000
PLatt	64	512	2	0.049226000
PLff	64	512	2	0.103193000
PLatt	64	512	3	0.049291000
PLff	64	512	3	0.103660000
PLc0	64	512	-	0.029919000
PLchk	64	512	-	wall=0.6423s stepsum=0.6422s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	512	0	0.076335000
PLff	96	512	0	0.154083000
PLatt	96	512	1	0.061044000
PLff	96	512	1	0.154476000
PLatt	96	512	2	0.052860000
PLff	96	512	2	0.154249000
PLatt	96	512	3	0.052898000
PLff	96	512	3	0.154321000
PLc0	96	512	-	0.031270000
PLchk	96	512	-	wall=0.8923s stepsum=0.8923s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	512	0	0.093024000
PLff	128	512	0	0.206254000
PLatt	128	512	1	0.092123000
PLff	128	512	1	0.206328000
PLatt	128	512	2	0.067603000
PLff	128	512	2	0.206118000
PLatt	128	512	3	0.067942000
PLff	128	512	3	0.206084000
PLc0	128	512	-	0.031831000
PLchk	128	512	-	wall=1.1768s stepsum=1.1768s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	2048	0	0.009229000
PLff	4	2048	0	0.011762000
PLatt	4	2048	1	0.005771000
PLff	4	2048	1	0.011694000
PLatt	4	2048	2	0.005757000
PLff	4	2048	2	0.011825000
PLatt	4	2048	3	0.005722000
PLff	4	2048	3	0.011728000
PLc0	4	2048	-	0.028338000
PLchk	4	2048	-	wall=0.1020s stepsum=0.1020s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	2048	0	0.016353000
PLff	8	2048	0	0.023528000
PLatt	8	2048	1	0.010313000
PLff	8	2048	1	0.023212000
PLatt	8	2048	2	0.010544000
PLff	8	2048	2	0.023300000
PLatt	8	2048	3	0.010544000
PLff	8	2048	3	0.023393000
PLc0	8	2048	-	0.028325000
PLchk	8	2048	-	wall=0.1696s stepsum=0.1696s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	2048	0	0.026649000
PLff	16	2048	0	0.025557000
PLatt	16	2048	1	0.026762000
PLff	16	2048	1	0.025325000
PLatt	16	2048	2	0.020137000
PLff	16	2048	2	0.025574000
PLatt	16	2048	3	0.015285000
PLff	16	2048	3	0.025280000
PLc0	16	2048	-	0.028539000
PLchk	16	2048	-	wall=0.2195s stepsum=0.2194s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	2048	0	0.042030000
PLff	24	2048	0	0.048717000
PLatt	24	2048	1	0.024749000
PLff	24	2048	1	0.048737000
PLatt	24	2048	2	0.024696000
PLff	24	2048	2	0.049012000
PLatt	24	2048	3	0.024741000
PLff	24	2048	3	0.049054000
PLc0	24	2048	-	0.028911000
PLchk	24	2048	-	wall=0.3414s stepsum=0.3414s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	2048	0	0.071110000
PLff	32	2048	0	0.053368000
PLatt	32	2048	1	0.034535000
PLff	32	2048	1	0.053353000
PLatt	32	2048	2	0.034655000
PLff	32	2048	2	0.053215000
PLatt	32	2048	3	0.034303000
PLff	32	2048	3	0.053646000
PLc0	32	2048	-	0.029245000
PLchk	32	2048	-	wall=0.4174s stepsum=0.4173s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	2048	0	0.108933000
PLff	48	2048	0	0.076754000
PLatt	48	2048	1	0.108548000
PLff	48	2048	1	0.076449000
PLatt	48	2048	2	0.062349000
PLff	48	2048	2	0.076636000
PLatt	48	2048	3	0.062197000
PLff	48	2048	3	0.076479000
PLc0	48	2048	-	0.029368000
PLchk	48	2048	-	wall=0.6775s stepsum=0.6775s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	2048	0	0.119273000
PLff	64	2048	0	0.103084000
PLatt	64	2048	1	0.072308000
PLff	64	2048	1	0.103453000
PLatt	64	2048	2	0.071233000
PLff	64	2048	2	0.103963000
PLatt	64	2048	3	0.071563000
PLff	64	2048	3	0.103616000
PLc0	64	2048	-	0.029983000
PLchk	64	2048	-	wall=0.7795s stepsum=0.7795s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	2048	0	0.219223000
PLff	96	2048	0	0.154063000
PLatt	96	2048	1	0.112165000
PLff	96	2048	1	0.154693000
PLatt	96	2048	2	0.112667000
PLff	96	2048	2	0.155252000
PLatt	96	2048	3	0.109986000
PLff	96	2048	3	0.154246000
PLc0	96	2048	-	0.030249000
PLchk	96	2048	-	wall=1.2027s stepsum=1.2027s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	2048	0	0.261146000
PLff	128	2048	0	0.206088000
PLatt	128	2048	1	0.131819000
PLff	128	2048	1	0.206524000
PLatt	128	2048	2	0.131170000
PLff	128	2048	2	0.206266000
PLatt	128	2048	3	0.131279000
PLff	128	2048	3	0.205631000
PLc0	128	2048	-	0.031266000
PLchk	128	2048	-	wall=1.5116s stepsum=1.5116s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	4096	0	0.015770000
PLff	4	4096	0	0.011669000
PLatt	4	4096	1	0.015618000
PLff	4	4096	1	0.011650000
PLatt	4	4096	2	0.015598000
PLff	4	4096	2	0.011777000
PLatt	4	4096	3	0.008497000
PLff	4	4096	3	0.011834000
PLc0	4	4096	-	0.028359000
PLchk	4	4096	-	wall=0.1315s stepsum=0.1315s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	4096	0	0.028426000
PLff	8	4096	0	0.023342000
PLatt	8	4096	1	0.015760000
PLff	8	4096	1	0.023412000
PLatt	8	4096	2	0.016349000
PLff	8	4096	2	0.023305000
PLatt	8	4096	3	0.016205000
PLff	8	4096	3	0.023295000
PLc0	8	4096	-	0.028437000
PLchk	8	4096	-	wall=0.1985s stepsum=0.1985s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	4096	0	0.047782000
PLff	16	4096	0	0.025256000
PLatt	16	4096	1	0.024972000
PLff	16	4096	1	0.025355000
PLatt	16	4096	2	0.025170000
PLff	16	4096	2	0.025361000
PLatt	16	4096	3	0.025456000
PLff	16	4096	3	0.025419000
PLc0	16	4096	-	0.028493000
PLchk	16	4096	-	wall=0.2537s stepsum=0.2536s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	4096	0	0.079594000
PLff	24	4096	0	0.048728000
PLatt	24	4096	1	0.040440000
PLff	24	4096	1	0.049082000
PLatt	24	4096	2	0.040273000
PLff	24	4096	2	0.049094000
PLatt	24	4096	3	0.040163000
PLff	24	4096	3	0.048961000
PLc0	24	4096	-	0.028771000
PLchk	24	4096	-	wall=0.4251s stepsum=0.4251s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	4096	0	0.113432000
PLff	32	4096	0	0.053401000
PLatt	32	4096	1	0.060134000
PLff	32	4096	1	0.053222000
PLatt	32	4096	2	0.060751000
PLff	32	4096	2	0.053265000
PLatt	32	4096	3	0.059843000
PLff	32	4096	3	0.053183000
PLc0	32	4096	-	0.028484000
PLchk	32	4096	-	wall=0.5353s stepsum=0.5352s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	4096	0	0.177301000
PLff	48	4096	0	0.077022000
PLatt	48	4096	1	0.089064000
PLff	48	4096	1	0.077115000
PLatt	48	4096	2	0.088915000
PLff	48	4096	2	0.077409000
PLatt	48	4096	3	0.089309000
PLff	48	4096	3	0.077169000
PLc0	48	4096	-	0.028896000
PLchk	48	4096	-	wall=0.7821s stepsum=0.7821s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	4096	0	0.231652000
PLff	64	4096	0	0.102882000
PLatt	64	4096	1	0.231311000
PLff	64	4096	1	0.103370000
PLatt	64	4096	2	0.116068000
PLff	64	4096	2	0.102714000
PLatt	64	4096	3	0.116176000
PLff	64	4096	3	0.103852000
PLc0	64	4096	-	0.029337000
PLchk	64	4096	-	wall=1.1383s stepsum=1.1383s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	4096	0	0.371949000
PLff	96	4096	0	0.154991000
PLatt	96	4096	1	0.372252000
PLff	96	4096	1	0.154927000
PLatt	96	4096	2	0.372462000
PLff	96	4096	2	0.154769000
PLatt	96	4096	3	0.372449000
PLff	96	4096	3	0.154888000
PLc0	96	4096	-	0.030146000
PLchk	96	4096	-	wall=2.1395s stepsum=2.1395s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	4096	0	0.542157000
PLff	128	4096	0	0.205989000
PLatt	128	4096	1	0.511556000
PLff	128	4096	1	0.205063000
PLatt	128	4096	2	0.238203000
PLff	128	4096	2	0.205528000
PLatt	128	4096	3	0.238300000
PLff	128	4096	3	0.204763000
PLc0	128	4096	-	0.031546000
PLchk	128	4096	-	wall=2.3855s stepsum=2.3854s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	8192	0	0.017852000
PLff	4	8192	0	0.011697000
PLatt	4	8192	1	0.014267000
PLff	4	8192	1	0.011782000
PLatt	4	8192	2	0.014725000
PLff	4	8192	2	0.011747000
PLatt	4	8192	3	0.015007000
PLff	4	8192	3	0.011761000
PLc0	4	8192	-	0.027988000
PLchk	4	8192	-	wall=0.1371s stepsum=0.1371s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	8192	0	0.049814000
PLff	8	8192	0	0.023339000
PLatt	8	8192	1	0.026462000
PLff	8	8192	1	0.023318000
PLatt	8	8192	2	0.025525000
PLff	8	8192	2	0.023349000
PLatt	8	8192	3	0.026414000
PLff	8	8192	3	0.023359000
PLc0	8	8192	-	0.027967000
PLchk	8	8192	-	wall=0.2501s stepsum=0.2501s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	8192	0	0.091325000
PLff	16	8192	0	0.025231000
PLatt	16	8192	1	0.045720000
PLff	16	8192	1	0.025247000
PLatt	16	8192	2	0.045391000
PLff	16	8192	2	0.025055000
PLatt	16	8192	3	0.044873000
PLff	16	8192	3	0.025201000
PLc0	16	8192	-	0.028042000
PLchk	16	8192	-	wall=0.3574s stepsum=0.3573s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	8192	0	0.139212000
PLff	24	8192	0	0.048701000
PLatt	24	8192	1	0.069494000
PLff	24	8192	1	0.048862000
PLatt	24	8192	2	0.068955000
PLff	24	8192	2	0.049017000
PLatt	24	8192	3	0.069272000
PLff	24	8192	3	0.049155000
PLc0	24	8192	-	0.028317000
PLchk	24	8192	-	wall=0.5718s stepsum=0.5718s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	8192	0	0.230031000
PLff	32	8192	0	0.053349000
PLatt	32	8192	1	0.112328000
PLff	32	8192	1	0.052804000
PLatt	32	8192	2	0.112562000
PLff	32	8192	2	0.053542000
PLatt	32	8192	3	0.113384000
PLff	32	8192	3	0.053480000
PLc0	32	8192	-	0.028373000
PLchk	32	8192	-	wall=0.8105s stepsum=0.8105s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	8192	0	0.340590000
PLff	48	8192	0	0.077137000
PLatt	48	8192	1	0.159197000
PLff	48	8192	1	0.076872000
PLatt	48	8192	2	0.156035000
PLff	48	8192	2	0.077292000
PLatt	48	8192	3	0.158902000
PLff	48	8192	3	0.076995000
PLc0	48	8192	-	0.028675000
PLchk	48	8192	-	wall=1.1524s stepsum=1.1523s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	8192	0	0.528869000
PLff	64	8192	0	0.102502000
PLatt	64	8192	1	0.506876000
PLff	64	8192	1	0.103319000
PLatt	64	8192	2	0.317883000
PLff	64	8192	2	0.102688000
PLatt	64	8192	3	0.240754000
PLff	64	8192	3	0.088661000
PLc0	64	8192	-	0.029179000
PLchk	64	8192	-	wall=2.0231s stepsum=2.0231s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	8192	0	0.703587000
PLff	96	8192	0	0.155632000
PLatt	96	8192	1	0.340739000
PLff	96	8192	1	0.155883000
PLatt	96	8192	2	0.342239000
PLff	96	8192	2	0.154497000
PLatt	96	8192	3	0.340225000
PLff	96	8192	3	0.130925000
PLc0	96	8192	-	0.030237000
PLchk	96	8192	-	wall=2.3769s stepsum=2.3769s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	8192	0	1.063886000
PLff	128	8192	0	0.210963000
PLatt	128	8192	1	1.027778000
PLff	128	8192	1	0.207986000
PLatt	128	8192	2	0.465301000
PLff	128	8192	2	0.178604000
PLatt	128	8192	3	0.463081000
PLff	128	8192	3	0.178688000
PLc0	128	8192	-	0.031470000
PLchk	128	8192	-	wall=3.8289s stepsum=3.8289s ratio=1.000
