# host=ubuntu-desktop threads=4 layers=4 dim=4096 hidden=14336 reps=5
# kind	B	prefix	layer	sec
🧠 CPU: neon dotprod fp16
PLff	128	128	3	0.233313000
PLc0	128	128	-	0.030926000
PLchk	128	128	-	wall=1.2246s stepsum=1.2245s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	512	0	0.004319000
PLff	4	512	0	0.011818000
PLatt	4	512	1	0.003534000
PLff	4	512	1	0.011766000
PLatt	4	512	2	0.003536000
PLff	4	512	2	0.011893000
PLatt	4	512	3	0.003333000
PLff	4	512	3	0.011609000
PLc0	4	512	-	0.027506000
PLchk	4	512	-	wall=0.0898s stepsum=0.0898s ratio=0.999
🧠 CPU: neon dotprod fp16
PLatt	8	512	0	0.007956000
PLff	8	512	0	0.024135000
PLatt	8	512	1	0.007646000
PLff	8	512	1	0.023959000
PLatt	8	512	2	0.007582000
PLff	8	512	2	0.024092000
PLatt	8	512	3	0.007408000
PLff	8	512	3	0.023366000
PLc0	8	512	-	0.027618000
PLchk	8	512	-	wall=0.1540s stepsum=0.1540s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	512	0	0.010408000
PLff	16	512	0	0.025103000
PLatt	16	512	1	0.008503000
PLff	16	512	1	0.025130000
PLatt	16	512	2	0.007266000
PLff	16	512	2	0.024513000
PLatt	16	512	3	0.007298000
PLff	16	512	3	0.024990000
PLc0	16	512	-	0.028068000
PLchk	16	512	-	wall=0.1612s stepsum=0.1612s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	512	0	0.017528000
PLff	24	512	0	0.049994000
PLatt	24	512	1	0.013286000
PLff	24	512	1	0.048719000
PLatt	24	512	2	0.013428000
PLff	24	512	2	0.050518000
PLatt	24	512	3	0.013149000
PLff	24	512	3	0.049216000
PLc0	24	512	-	0.027941000
PLchk	24	512	-	wall=0.2841s stepsum=0.2841s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	512	0	0.026703000
PLff	32	512	0	0.052965000
PLatt	32	512	1	0.027652000
PLff	32	512	1	0.051821000
PLatt	32	512	2	0.021084000
PLff	32	512	2	0.051321000
PLatt	32	512	3	0.018583000
PLff	32	512	3	0.051472000
PLc0	32	512	-	0.028678000
PLchk	32	512	-	wall=0.3310s stepsum=0.3310s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	512	0	0.033367000
PLff	48	512	0	0.084547000
PLatt	48	512	1	0.025948000
PLff	48	512	1	0.082287000
PLatt	48	512	2	0.026310000
PLff	48	512	2	0.084556000
PLatt	48	512	3	0.026805000
PLff	48	512	3	0.084159000
PLc0	48	512	-	0.029120000
PLchk	48	512	-	wall=0.4780s stepsum=0.4780s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	512	0	0.052336000
PLff	64	512	0	0.113436000
PLatt	64	512	1	0.041465000
PLff	64	512	1	0.110535000
PLatt	64	512	2	0.035675000
PLff	64	512	2	0.111779000
PLatt	64	512	3	0.035666000
PLff	64	512	3	0.110089000
PLc0	64	512	-	0.029756000
PLchk	64	512	-	wall=0.6408s stepsum=0.6407s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	512	0	0.078250000
PLff	96	512	0	0.178671000
PLatt	96	512	1	0.061933000
PLff	96	512	1	0.173931000
PLatt	96	512	2	0.053944000
PLff	96	512	2	0.173927000
PLatt	96	512	3	0.053876000
PLff	96	512	3	0.175028000
PLc0	96	512	-	0.030844000
PLchk	96	512	-	wall=0.9798s stepsum=0.9798s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	512	0	0.087888000
PLff	128	512	0	0.238967000
PLatt	128	512	1	0.075187000
PLff	128	512	1	0.239094000
PLatt	128	512	2	0.065272000
PLff	128	512	2	0.238720000
PLatt	128	512	3	0.064569000
PLff	128	512	3	0.232691000
PLc0	128	512	-	0.030882000
PLchk	128	512	-	wall=1.2740s stepsum=1.2740s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	2048	0	0.009097000
PLff	4	2048	0	0.011722000
PLatt	4	2048	1	0.005627000
PLff	4	2048	1	0.011895000
PLatt	4	2048	2	0.005977000
PLff	4	2048	2	0.012033000
PLatt	4	2048	3	0.005682000
PLff	4	2048	3	0.011779000
PLc0	4	2048	-	0.027626000
PLchk	4	2048	-	wall=0.1016s stepsum=0.1015s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	2048	0	0.016502000
PLff	8	2048	0	0.023932000
PLatt	8	2048	1	0.010071000
PLff	8	2048	1	0.023490000
PLatt	8	2048	2	0.010367000
PLff	8	2048	2	0.023310000
PLatt	8	2048	3	0.010357000
PLff	8	2048	3	0.023777000
PLc0	8	2048	-	0.028078000
PLchk	8	2048	-	wall=0.1696s stepsum=0.1696s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	2048	0	0.026620000
PLff	16	2048	0	0.025774000
PLatt	16	2048	1	0.026912000
PLff	16	2048	1	0.026298000
PLatt	16	2048	2	0.019948000
PLff	16	2048	2	0.024643000
PLatt	16	2048	3	0.015122000
PLff	16	2048	3	0.025136000
PLc0	16	2048	-	0.028254000
PLchk	16	2048	-	wall=0.2187s stepsum=0.2187s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	2048	0	0.042897000
PLff	24	2048	0	0.049784000
PLatt	24	2048	1	0.041822000
PLff	24	2048	1	0.048986000
PLatt	24	2048	2	0.033664000
PLff	24	2048	2	0.049167000
PLatt	24	2048	3	0.025556000
PLff	24	2048	3	0.050265000
PLc0	24	2048	-	0.028108000
PLchk	24	2048	-	wall=0.3709s stepsum=0.3709s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	2048	0	0.073489000
PLff	32	2048	0	0.053006000
PLatt	32	2048	1	0.072904000
PLff	32	2048	1	0.051789000
PLatt	32	2048	2	0.035814000
PLff	32	2048	2	0.052057000
PLatt	32	2048	3	0.035873000
PLff	32	2048	3	0.051465000
PLc0	32	2048	-	0.028367000
PLchk	32	2048	-	wall=0.4556s stepsum=0.4555s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	2048	0	0.087627000
PLff	48	2048	0	0.082911000
PLatt	48	2048	1	0.066865000
PLff	48	2048	1	0.079404000
PLatt	48	2048	2	0.049374000
PLff	48	2048	2	0.083478000
PLatt	48	2048	3	0.048780000
PLff	48	2048	3	0.081911000
PLc0	48	2048	-	0.028691000
PLchk	48	2048	-	wall=0.6089s stepsum=0.6088s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	2048	0	0.121651000
PLff	64	2048	0	0.114868000
PLatt	64	2048	1	0.075894000
PLff	64	2048	1	0.112532000
PLatt	64	2048	2	0.073933000
PLff	64	2048	2	0.115316000
PLatt	64	2048	3	0.073750000
PLff	64	2048	3	0.114785000
PLc0	64	2048	-	0.029324000
PLchk	64	2048	-	wall=0.8333s stepsum=0.8332s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	2048	0	0.229364000
PLff	96	2048	0	0.176075000
PLatt	96	2048	1	0.155803000
PLff	96	2048	1	0.180637000
PLatt	96	2048	2	0.120855000
PLff	96	2048	2	0.178165000
PLatt	96	2048	3	0.117445000
PLff	96	2048	3	0.180103000
PLc0	96	2048	-	0.029947000
PLchk	96	2048	-	wall=1.3724s stepsum=1.3724s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	2048	0	0.216805000
PLff	128	2048	0	0.241950000
PLatt	128	2048	1	0.125377000
PLff	128	2048	1	0.235226000
PLatt	128	2048	2	0.124196000
PLff	128	2048	2	0.237619000
PLatt	128	2048	3	0.125862000
PLff	128	2048	3	0.239353000
PLc0	128	2048	-	0.030393000
PLchk	128	2048	-	wall=1.5803s stepsum=1.5802s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	4096	0	0.015617000
PLff	4	4096	0	0.011839000
PLatt	4	4096	1	0.011507000
PLff	4	4096	1	0.012152000
PLatt	4	4096	2	0.011320000
PLff	4	4096	2	0.011974000
PLatt	4	4096	3	0.011729000
PLff	4	4096	3	0.011797000
PLc0	4	4096	-	0.027477000
PLchk	4	4096	-	wall=0.1254s stepsum=0.1254s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	4096	0	0.027939000
PLff	8	4096	0	0.023572000
PLatt	8	4096	1	0.021841000
PLff	8	4096	1	0.024247000
PLatt	8	4096	2	0.016180000
PLff	8	4096	2	0.023982000
PLatt	8	4096	3	0.016112000
PLff	8	4096	3	0.024276000
PLc0	8	4096	-	0.027232000
PLchk	8	4096	-	wall=0.2056s stepsum=0.2056s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	4096	0	0.048055000
PLff	16	4096	0	0.024791000
PLatt	16	4096	1	0.037156000
PLff	16	4096	1	0.025289000
PLatt	16	4096	2	0.025677000
PLff	16	4096	2	0.025317000
PLatt	16	4096	3	0.025307000
PLff	16	4096	3	0.025178000
PLc0	16	4096	-	0.028288000
PLchk	16	4096	-	wall=0.2651s stepsum=0.2651s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	4096	0	0.076582000
PLff	24	4096	0	0.048700000
PLatt	24	4096	1	0.057222000
PLff	24	4096	1	0.049823000
PLatt	24	4096	2	0.039782000
PLff	24	4096	2	0.048670000
PLatt	24	4096	3	0.039825000
PLff	24	4096	3	0.048787000
PLc0	24	4096	-	0.028687000
PLchk	24	4096	-	wall=0.4379s stepsum=0.4379s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	4096	0	0.114506000
PLff	32	4096	0	0.051491000
PLatt	32	4096	1	0.061154000
PLff	32	4096	1	0.052302000
PLatt	32	4096	2	0.061835000
PLff	32	4096	2	0.051904000
PLatt	32	4096	3	0.059674000
PLff	32	4096	3	0.051749000
PLc0	32	4096	-	0.028393000
PLchk	32	4096	-	wall=0.5330s stepsum=0.5330s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	4096	0	0.174752000
PLff	48	4096	0	0.083266000
PLatt	48	4096	1	0.088105000
PLff	48	4096	1	0.082952000
PLatt	48	4096	2	0.089836000
PLff	48	4096	2	0.083545000
PLatt	48	4096	3	0.088001000
PLff	48	4096	3	0.082220000
PLc0	48	4096	-	0.028900000
PLchk	48	4096	-	wall=0.8013s stepsum=0.8013s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	4096	0	0.300631000
PLff	64	4096	0	0.113211000
PLatt	64	4096	1	0.185446000
PLff	64	4096	1	0.111265000
PLatt	64	4096	2	0.132496000
PLff	64	4096	2	0.119316000
PLatt	64	4096	3	0.129870000
PLff	64	4096	3	0.112856000
PLc0	64	4096	-	0.029149000
PLchk	64	4096	-	wall=1.2367s stepsum=1.2367s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	4096	0	0.302463000
PLff	96	4096	0	0.180405000
PLatt	96	4096	1	0.302788000
PLff	96	4096	1	0.179127000
PLatt	96	4096	2	0.299732000
PLff	96	4096	2	0.181368000
PLatt	96	4096	3	0.303737000
PLff	96	4096	3	0.188640000
PLc0	96	4096	-	0.030767000
PLchk	96	4096	-	wall=1.9758s stepsum=1.9758s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	4096	0	0.393337000
PLff	128	4096	0	0.241173000
PLatt	128	4096	1	0.300654000
PLff	128	4096	1	0.248266000
PLatt	128	4096	2	0.206665000
PLff	128	4096	2	0.235016000
PLatt	128	4096	3	0.205773000
PLff	128	4096	3	0.245783000
PLc0	128	4096	-	0.032523000
PLchk	128	4096	-	wall=2.1114s stepsum=2.1114s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	4	8192	0	0.017869000
PLff	4	8192	0	0.012128000
PLatt	4	8192	1	0.014602000
PLff	4	8192	1	0.012342000
PLatt	4	8192	2	0.014452000
PLff	4	8192	2	0.011930000
PLatt	4	8192	3	0.014653000
PLff	4	8192	3	0.012437000
PLc0	4	8192	-	0.027707000
PLchk	4	8192	-	wall=0.1386s stepsum=0.1385s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	8	8192	0	0.050009000
PLff	8	8192	0	0.023680000
PLatt	8	8192	1	0.026598000
PLff	8	8192	1	0.023843000
PLatt	8	8192	2	0.025643000
PLff	8	8192	2	0.024521000
PLatt	8	8192	3	0.027388000
PLff	8	8192	3	0.024398000
PLc0	8	8192	-	0.028371000
PLchk	8	8192	-	wall=0.2563s stepsum=0.2563s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	16	8192	0	0.091619000
PLff	16	8192	0	0.026413000
PLatt	16	8192	1	0.045624000
PLff	16	8192	1	0.025979000
PLatt	16	8192	2	0.045343000
PLff	16	8192	2	0.025936000
PLatt	16	8192	3	0.045284000
PLff	16	8192	3	0.025774000
PLc0	16	8192	-	0.028471000
PLchk	16	8192	-	wall=0.3604s stepsum=0.3603s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	24	8192	0	0.139851000
PLff	24	8192	0	0.048959000
PLatt	24	8192	1	0.069426000
PLff	24	8192	1	0.047977000
PLatt	24	8192	2	0.069284000
PLff	24	8192	2	0.048828000
PLatt	24	8192	3	0.069776000
PLff	24	8192	3	0.050173000
PLc0	24	8192	-	0.027834000
PLchk	24	8192	-	wall=0.5724s stepsum=0.5724s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	32	8192	0	0.241655000
PLff	32	8192	0	0.051763000
PLatt	32	8192	1	0.115485000
PLff	32	8192	1	0.052247000
PLatt	32	8192	2	0.111173000
PLff	32	8192	2	0.051823000
PLatt	32	8192	3	0.113607000
PLff	32	8192	3	0.051695000
PLc0	32	8192	-	0.028615000
PLchk	32	8192	-	wall=0.8193s stepsum=0.8193s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	48	8192	0	0.360951000
PLff	48	8192	0	0.084617000
PLatt	48	8192	1	0.165835000
PLff	48	8192	1	0.084497000
PLatt	48	8192	2	0.161680000
PLff	48	8192	2	0.082721000
PLatt	48	8192	3	0.164565000
PLff	48	8192	3	0.085797000
PLc0	48	8192	-	0.029364000
PLchk	48	8192	-	wall=1.2201s stepsum=1.2201s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	64	8192	0	0.512808000
PLff	64	8192	0	0.116695000
PLatt	64	8192	1	0.222101000
PLff	64	8192	1	0.124069000
PLatt	64	8192	2	0.229563000
PLff	64	8192	2	0.118592000
PLatt	64	8192	3	0.230811000
PLff	64	8192	3	0.119316000
PLc0	64	8192	-	0.030554000
PLchk	64	8192	-	wall=1.7061s stepsum=1.7061s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	96	8192	0	0.707235000
PLff	96	8192	0	0.187942000
PLatt	96	8192	1	0.346352000
PLff	96	8192	1	0.184869000
PLatt	96	8192	2	0.337368000
PLff	96	8192	2	0.183411000
PLatt	96	8192	3	0.346827000
PLff	96	8192	3	0.178630000
PLc0	96	8192	-	0.031621000
PLchk	96	8192	-	wall=2.5045s stepsum=2.5045s ratio=1.000
🧠 CPU: neon dotprod fp16
PLatt	128	8192	0	1.032456000
PLff	128	8192	0	0.247274000
PLatt	128	8192	1	0.604509000
PLff	128	8192	1	0.239181000
PLatt	128	8192	2	0.455299000
PLff	128	8192	2	0.247898000
PLatt	128	8192	3	0.453261000
PLff	128	8192	3	0.259672000
PLc0	128	8192	-	0.032436000
PLchk	128	8192	-	wall=3.5724s stepsum=3.5724s ratio=1.000
